0.000	0.400	1.200	0.800	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000
0.400	0.000	10.400	17.200	-1.000	-1.000	16.400	-1.000	-1.000	-1.000
1.200	10.400	0.000	23.600	-1.000	-1.000	15.600	-1.000	-1.000	0.400
0.800	17.200	23.600	0.000	40.400	-1.000	-1.000	-1.000	-1.000	-1.000
-1.000	-1.000	-1.000	40.400	0.000	-1.000	-1.000	-1.000	-1.000	-1.000
-1.000	-1.000	-1.000	-1.000	-1.000	0.000	-1.000	-1.000	-1.000	-1.000
-1.000	16.400	15.600	-1.000	-1.000	-1.000	0.000	-1.000	-1.000	-1.000
-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	0.000	-1.000	-1.000
-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	0.000	-1.000
-1.000	-1.000	0.400	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	0.000
