#WindowWidth (s)	Efficiency
0.4	0.134211
0.8	0.142105
1.2	0.136842
1.6	0.131579
2	0.121053
2.4	0.131579
2.8	0.118421
3.2	0.118421
3.6	0.121053
4	0.123684
4.4	0.121053
4.8	0.118421
5.2	0.118421
5.6	0.121053
6	0.118421
6.4	0.126316
6.8	0.128947
7.2	0.131579
7.6	0.126316
8	0.134211
8.4	0.139474
8.8	0.142105
9.2	0.144737
9.6	0.147368
10	0.147368
10.4	0.155263
10.8	0.160526
11.2	0.160526
11.6	0.160526
12	0.160526
12.4	0.168421
12.8	0.165789
13.2	0.168421
13.6	0.168421
14	0.168421
14.4	0.168421
14.8	0.168421
15.2	0.165789
15.6	0.165789
16	0.165789
16.4	0.173684
16.8	0.171053
17.2	0.173684
17.6	0.181579
18	0.181579
18.4	0.186842
18.8	0.189474
19.2	0.194737
19.6	0.194737
20	0.202632
20.4	0.205263
20.8	0.213158
21.2	0.221053
21.6	0.223684
22	0.226316
22.4	0.223684
22.8	0.228947
23.2	0.218421
23.6	0.228947
24	0.231579
24.4	0.234211
24.8	0.234211
25.2	0.231579
25.6	0.234211
26	0.231579
26.4	0.228947
26.8	0.231579
27.2	0.228947
27.6	0.231579
28	0.234211
28.4	0.234211
28.8	0.234211
29.2	0.236842
29.6	0.244737
30	0.247368
30.4	0.25
30.8	0.255263
31.2	0.260526
31.6	0.263158
32	0.265789
32.4	0.271053
32.8	0.276316
33.2	0.278947
33.6	0.281579
34	0.286842
34.4	0.276316
34.8	0.278947
35.2	0.276316
35.6	0.284211
36	0.286842
36.4	0.289474
36.8	0.289474
37.2	0.294737
37.6	0.292105
38	0.3
38.4	0.302632
38.8	0.307895
39.2	0.305263
39.6	0.307895
40	0.315789
40.4	0.323684
40.8	0.331579
41.2	0.328947
41.6	0.328947
42	0.331579
42.4	0.334211
42.8	0.334211
43.2	0.342105
43.6	0.344737
44	0.342105
44.4	0.344737
44.8	0.344737
45.2	0.352632
45.6	0.363158
46	0.365789
46.4	0.373684
46.8	0.376316
47.2	0.386842
47.6	0.381579
48	0.386842
