#WindowWidth (s)	Efficiency
0.4	0.0421053
0.8	0.0447368
1.2	0.0447368
1.6	0.05
2	0.0631579
2.4	0.0526316
2.8	0.0578947
3.2	0.0657895
3.6	0.0736842
4	0.0736842
4.4	0.0736842
4.8	0.0657895
5.2	0.0684211
5.6	0.0578947
6	0.0605263
6.4	0.0657895
6.8	0.0657895
7.2	0.0684211
7.6	0.0710526
8	0.0684211
8.4	0.0657895
8.8	0.0684211
9.2	0.0710526
9.6	0.0657895
10	0.0736842
10.4	0.0763158
10.8	0.0842105
11.2	0.0868421
11.6	0.0894737
12	0.0868421
12.4	0.0921053
12.8	0.0921053
13.2	0.0947368
13.6	0.0973684
14	0.1
14.4	0.1
14.8	0.105263
15.2	0.107895
15.6	0.110526
16	0.113158
16.4	0.115789
16.8	0.118421
17.2	0.121053
17.6	0.123684
18	0.126316
18.4	0.128947
18.8	0.131579
19.2	0.134211
19.6	0.136842
20	0.139474
20.4	0.142105
20.8	0.142105
21.2	0.147368
21.6	0.147368
22	0.152632
22.4	0.152632
22.8	0.155263
23.2	0.157895
23.6	0.163158
24	0.163158
24.4	0.165789
24.8	0.165789
25.2	0.171053
25.6	0.173684
26	0.176316
26.4	0.181579
26.8	0.184211
27.2	0.189474
27.6	0.189474
28	0.192105
28.4	0.192105
28.8	0.192105
29.2	0.194737
29.6	0.194737
30	0.197368
30.4	0.197368
30.8	0.2
31.2	0.2
31.6	0.202632
32	0.202632
32.4	0.205263
32.8	0.205263
33.2	0.207895
33.6	0.207895
34	0.210526
34.4	0.210526
34.8	0.213158
35.2	0.213158
35.6	0.215789
36	0.215789
36.4	0.218421
36.8	0.218421
37.2	0.221053
37.6	0.221053
38	0.223684
38.4	0.223684
38.8	0.226316
39.2	0.226316
39.6	0.228947
40	0.228947
40.4	0.231579
40.8	0.231579
41.2	0.234211
41.6	0.234211
42	0.236842
42.4	0.236842
42.8	0.239474
43.2	0.239474
43.6	0.242105
44	0.242105
44.4	0.244737
44.8	0.244737
45.2	0.247368
45.6	0.247368
46	0.25
46.4	0.25
46.8	0.252632
47.2	0.252632
47.6	0.255263
48	0.255263
