#WindowWidth (s)	Efficiency
0.4	0.326316
0.8	0.389474
1.2	0.410526
1.6	0.413158
2	0.436842
2.4	0.410526
2.8	0.4
3.2	0.397368
3.6	0.397368
4	0.402632
4.4	0.402632
4.8	0.381579
5.2	0.371053
5.6	0.378947
6	0.363158
6.4	0.378947
6.8	0.394737
7.2	0.378947
7.6	0.360526
8	0.368421
8.4	0.371053
8.8	0.365789
9.2	0.394737
9.6	0.4
10	0.421053
10.4	0.418421
10.8	0.434211
11.2	0.428947
11.6	0.431579
12	0.45
12.4	0.447368
12.8	0.436842
13.2	0.463158
13.6	0.473684
14	0.494737
14.4	0.507895
14.8	0.515789
15.2	0.555263
15.6	0.560526
16	0.568421
16.4	0.568421
16.8	0.573684
17.2	0.589474
17.6	0.626316
18	0.628947
18.4	0.65
18.8	0.644737
19.2	0.644737
19.6	0.652632
20	0.652632
20.4	0.673684
20.8	0.681579
21.2	0.686842
21.6	0.705263
22	0.7
22.4	0.721053
22.8	0.728947
23.2	0.739474
23.6	0.736842
24	0.742105
24.4	0.734211
24.8	0.742105
25.2	0.742105
25.6	0.752632
26	0.765789
26.4	0.768421
26.8	0.773684
27.2	0.778947
27.6	0.786842
28	0.807895
28.4	0.821053
28.8	0.823684
29.2	0.828947
29.6	0.85
30	0.873684
30.4	0.876316
30.8	0.897368
31.2	0.915789
31.6	0.942105
32	0.944737
32.4	0.960526
32.8	0.968421
33.2	0.973684
33.6	0.981579
34	0.989474
34.4	0.984211
34.8	0.986842
35.2	0.981579
35.6	0.986842
36	0.981579
36.4	0.984211
36.8	0.984211
37.2	0.986842
37.6	0.992105
38	0.992105
38.4	0.992105
38.8	0.992105
39.2	0.992105
39.6	0.992105
40	0.994737
40.4	0.994737
40.8	0.997368
41.2	0.992105
41.6	0.997368
42	0.997368
42.4	0.994737
42.8	0.992105
43.2	0.989474
43.6	0.989474
44	0.989474
44.4	0.989474
44.8	0.992105
45.2	0.992105
45.6	0.994737
46	1
46.4	1
46.8	1
47.2	1
47.6	1
48	1
