0.000	0.400	1.000	0.400	-1.000	-1.000	-1.000	-1.000	10.300	-1.000	-1.000	-1.000	-1.000	-1.000	9.000
0.400	0.000	0.300	1.400	-1.000	-1.000	-1.000	-1.000	9.400	-1.000	-1.000	-1.000	-1.000	6.400	11.300
1.000	0.300	0.000	1.600	-1.000	-1.000	-1.000	-1.000	10.400	-1.000	-1.000	-1.000	-1.000	2.200	-1.000
0.400	1.400	1.600	0.000	7.500	-1.000	11.300	-1.000	11.100	8.100	-1.000	11.300	-1.000	-1.000	10.800
-1.000	-1.000	-1.000	7.500	0.000	9.100	0.200	-1.000	10.100	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000
-1.000	-1.000	-1.000	-1.000	9.100	0.000	2.500	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000
-1.000	-1.000	-1.000	11.300	0.200	2.500	0.000	-1.000	9.800	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000
-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	0.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000
10.300	9.400	10.400	11.100	10.100	-1.000	9.800	-1.000	0.000	-1.000	-1.000	-1.000	-1.000	10.700	5.400
-1.000	-1.000	-1.000	8.100	-1.000	-1.000	-1.000	-1.000	-1.000	0.000	-1.000	3.300	-1.000	-1.000	-1.000
-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	0.000	-1.000	-1.000	-1.000	-1.000
-1.000	-1.000	-1.000	11.300	-1.000	-1.000	-1.000	-1.000	-1.000	3.300	-1.000	0.000	-1.000	-1.000	-1.000
-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	0.000	-1.000	-1.000
-1.000	6.400	2.200	-1.000	-1.000	-1.000	-1.000	-1.000	10.700	-1.000	-1.000	-1.000	-1.000	0.000	-1.000
9.000	11.300	-1.000	10.800	-1.000	-1.000	-1.000	-1.000	5.400	-1.000	-1.000	-1.000	-1.000	-1.000	0.000
