0.031	0.01	0.217	0.27	0.631	0.725	0.105	0.336	0.054	0.19	0.008	0.485	0.198	0.095	0.277	0.189	0.706	0.487	0.164	0.668	0.534	0.125	0.58	0.698	0.587	0.151	0.3	0.515	0.397	0.335	0.021	0.315	0.319	0.18	0.4	0.454	0.094	0.11	0.42	0.845	0.513	0.183	0.067	0.546	0.026	0.179	0.177	0.049	0.043	0.002	0.001	0.148	0.13	0.609	0	0.236	0.033	0.892	0.261	0.002	0.059	0.209	0.456	0.149	0.257	0.172	0.784	0.251	0.135	0.05	0.11	0.162	0.04	0	0.004	0.049	0.186	0.179	0.025	0.168	0.672	0.654	0.156	0.021	0.404	0.553	0.099	0.147	0.148	0.254	0.293	0.033	0.87	0.009	0.012	0	0	0.002	0.122	0.686	0.412	0.536	0.348	0.111	0.221	0.038	0.003	0.003	0.601	0.677	0.554	0.23	0.333	0.967	0.252	0.002	0.751	0.733	0.521	0.618	0.183	0.314	0.323	0.419	0.031	0.091	0.097	0.019	0.166	0.906	0.282	0.685	0.021	0.177	0.791	0.712	0.385	0.383	0.018	0.33	0.14	0.184	0.821	0.298	0.664	0.42	0.323	0.239	0.067	0.022	0.045	0.438	0.453	0.724	0.347	0.246	0.731	0.027	0.131	0.221	0.001	0.001	0.202	0.448	0.023	0.374	0	0.675	0.002	0	0	0	0.014	0.341	0.834	0.553	0.714	0.366	0.173	0.58	0.125	0.343	0.257	0.608	0.232	0.249	0.163	0.68	0.716	0.025	0.809	0.969	0.097	0.2	0.113	0.226	0.059	0.067	0.816	0.634	0.423	0.387	0.01	0.082	0.327	0.203	0.007	0.743	0.008	0.139	0.482	0.067	0.004	0.668	0.535	0.012	0.522	0.249	0.175	0.091	0.955	0.765	0.256	0.104	0.34	0.224	0.088	0.207	0.569	0.037	0.208	0.416	0.61	0.117	0.545	0.875	0.532	0.231	0.921	0.904
0.015	0.023	0.104	0.21	0.742	0.763	0.089	0.073	0.033	0.012	0.017	0.242	0.286	0.081	0.256	0.228	0.265	0.363	0.257	0.51	0.336	0.167	0.671	0.782	0.569	0.641	0.219	0.202	0.322	0.199	0.083	0.061	0.268	0.131	0.055	0.307	0.092	0.119	0.246	0.417	0.368	0.163	0.077	0.055	0.068	0.012	0.129	0.06	0.009	0.001	0	0.035	0.069	0.047	0.008	0.043	0.233	0.806	0.219	0	0.001	0.244	0.316	0.074	0.061	0.11	0.357	0.316	0.526	0.013	0.031	0.154	0.024	0	0	0.009	0.252	0.181	0.028	0.002	0.686	0.672	0.094	0.067	0.056	0.412	0.043	0.021	0.22	0.318	0.019	0.042	0.018	0.007	0	0	0	0	0.029	0.903	0.966	0.501	0.096	0.15	0.447	0.001	0.004	0.014	0.021	0.252	0.762	0.195	0.433	0.831	0	0.001	0.037	0.864	0.577	0.448	0.139	0.074	0.262	0.37	0.099	0.003	0.025	0.05	0.229	0.618	0.6	0.152	0.092	0.063	0.714	0.567	0.508	0.51	0.043	0.243	0.149	0.261	0.381	0.256	0.659	0.539	0.212	0.174	0.069	0.037	0.133	0.28	0.465	0.666	0.328	0.226	0.411	0.053	0.031	0.276	0	0.001	0.043	0.362	0.012	0.051	0.027	0.01	0.004	0	0	0	0.002	0.543	0.884	0.89	0.338	0.369	0.1	0.519	0.218	0.073	0.063	0.667	0.503	0.105	0.097	0.837	0.524	0.104	0.787	0.827	0.314	0.048	0.026	0.05	0.001	0.021	0.607	0.753	0.578	0.152	0.009	0.005	0.073	0.115	0.065	0.062	0.005	0.229	0.461	0.005	0.034	0.111	0.038	0.034	0.079	0.02	0.06	0.169	0.715	0.636	0.317	0.106	0.176	0.074	0.055	0.304	0.578	0.031	0.071	0.487	0.539	0.21	0.441	0.592	0.752	0.41	0.911	0.859
0	0.014	0.064	0.181	0.493	0.106	0.169	0.046	0.017	0	0.02	0.104	0.256	0.103	0.1	0.208	0.302	0.403	0.175	0.2	0.352	0.322	0.425	0.757	0.445	0.354	0.209	0.289	0.31	0.129	0.04	0.037	0.087	0.15	0.213	0.138	0.005	0.039	0.462	0.647	0.309	0.097	0.047	0.006	0.037	0.015	0.103	0.019	0.01	0	0	0	0.191	0.009	0.015	0	0.463	0.43	0.004	0	0	0.111	0.22	0.064	0.039	0.068	0.144	0.365	0.082	0.013	0.04	0.017	0	0	0	0.001	0.02	0.025	0.009	0.004	0.488	0.59	0.164	0.073	0.075	0.147	0.051	0.065	0.127	0.329	0.032	0.113	0.011	0	0	0	0	0	0.083	0.71	0.919	0.526	0.34	0.108	0.03	0	0	0.003	0.057	0.544	0.383	0.297	0.545	0.426	0	0	0	0.831	0.806	0.34	0.262	0.14	0.277	0.076	0.081	0.007	0.01	0.011	0.099	0.373	0.658	0.11	0.048	0.225	0.388	0.79	0.745	0.305	0.141	0.128	0.152	0.214	0.245	0.46	0.324	0.409	0.272	0.131	0.017	0.007	0.085	0.276	0.714	0.585	0.164	0.251	0.197	0.07	0.053	0.085	0	0	0.026	0.055	0.081	0.008	0.072	0	0.001	0	0	0	0.001	0.17	0.791	0.975	0.434	0.284	0.396	0.269	0.117	0.078	0.228	0.481	0.392	0.132	0.243	0.614	0.41	0.325	0.469	0.816	0.315	0.019	0.02	0.003	0.002	0.016	0.375	0.704	0.604	0.12	0.008	0.002	0.01	0.022	0.085	0.019	0.121	0.087	0.051	0.019	0.022	0.005	0.046	0.013	0.033	0.091	0.028	0.325	0.344	0.191	0.286	0.134	0.036	0.034	0.039	0.195	0.083	0.12	0.084	0.369	0.328	0.164	0.606	0.7	0.793	0.695	0.867	0.956
0.005	0.012	0.039	0.192	0.408	0.087	0.045	0.027	0.012	0.006	0.029	0.045	0.088	0.12	0.131	0.186	0.182	0.219	0.188	0.103	0.283	0.398	0.277	0.537	0.729	0.405	0.373	0.273	0.236	0.209	0.046	0.062	0.04	0.082	0.132	0.013	0.03	0.12	0.31	0.134	0.086	0.172	0.019	0.001	0.005	0.043	0.038	0.014	0.004	0.003	0	0	0.01	0.002	0.012	0.029	0.223	0.231	0.009	0	0	0.001	0.071	0.037	0.048	0.02	0.054	0.395	0.038	0.046	0.02	0.011	0	0	0	0	0.013	0.053	0.008	0.028	0.392	0.337	0.279	0.059	0.179	0.033	0.049	0.068	0.066	0.297	0.13	0.001	0	0	0	0	0	0	0.012	0.479	0.892	0.424	0.324	0.171	0.002	0.002	0	0	0.012	0.041	0.137	0.652	0.483	0	0	0	0	0.157	0.808	0.309	0.174	0.146	0.203	0.094	0.019	0.003	0.004	0.041	0.109	0.284	0.398	0.238	0.058	0.232	0.227	0.75	0.608	0.28	0.244	0.066	0.217	0.188	0.26	0.394	0.19	0.449	0.205	0.065	0.046	0.054	0.05	0.188	0.481	0.372	0.178	0.134	0.054	0.288	0.114	0.019	0	0	0.007	0.013	0.093	0.007	0.002	0	0	0	0	0	0	0.044	0.992	0.936	0.644	0.252	0.612	0.209	0.127	0.066	0.123	0.37	0.304	0.209	0.374	0.244	0.55	0.589	0.33	0.636	0.111	0.04	0.018	0.003	0.004	0.004	0.018	0.631	0.301	0.042	0.009	0.009	0.002	0.029	0.009	0.005	0.138	0.118	0.011	0.073	0.003	0.001	0.034	0.021	0.008	0.027	0.03	0.37	0.224	0.047	0.119	0.204	0.017	0.03	0.081	0.075	0.034	0.095	0.102	0.116	0.327	0.336	0.38	0.632	0.93	0.93	0.859	0.911
0.006	0.004	0.017	0.212	0.196	0.106	0.028	0.032	0.004	0.01	0.01	0.027	0.045	0.166	0.134	0.145	0.159	0.182	0.205	0.059	0.181	0.49	0.349	0.196	0.501	0.338	0.298	0.258	0.298	0.104	0.066	0.034	0.049	0.161	0.095	0.004	0.01	0.091	0.251	0.139	0.154	0.224	0.004	0.001	0.001	0.018	0.014	0.014	0	0.004	0	0	0	0.005	0.022	0.072	0.019	0.017	0.007	0.002	0.001	0	0.017	0.026	0.06	0.03	0.052	0.073	0.044	0.031	0.006	0	0	0	0	0.001	0.001	0.001	0.007	0.029	0.38	0.202	0.239	0.182	0.069	0.052	0.073	0.065	0.136	0.193	0.192	0.002	0	0.001	0	0	0	0	0.005	0.329	0.61	0.661	0.235	0.124	0.001	0	0.001	0.003	0.002	0.028	0.335	0.559	0.33	0	0.001	0.001	0	0.001	0.655	0.562	0.28	0.321	0.094	0.079	0.009	0.001	0.004	0.054	0.028	0.075	0.252	0.22	0.251	0.23	0.204	0.481	0.473	0.339	0.207	0.108	0.166	0.229	0.269	0.21	0.256	0.343	0.283	0.087	0.029	0.046	0.067	0.203	0.403	0.363	0.186	0.033	0.086	0.296	0.067	0.029	0	0	0.001	0.021	0.015	0.037	0	0	0	0	0	0	0	0.008	0.824	0.879	0.712	0.645	0.564	0.268	0.204	0.07	0.087	0.292	0.481	0.353	0.392	0.234	0.423	0.625	0.425	0.171	0.122	0.05	0.003	0.004	0.002	0.009	0.023	0.438	0.379	0.025	0.01	0.008	0.001	0.009	0.008	0.026	0.087	0.052	0.003	0.043	0.009	0.002	0.003	0.072	0.006	0.014	0.176	0.165	0.049	0.032	0.029	0.091	0.018	0.019	0.059	0.028	0.06	0.119	0.194	0.092	0.25	0.418	0.367	0.643	0.92	0.936	0.896	0.871
0.007	0.009	0.052	0.162	0.088	0.075	0.027	0.013	0.008	0.015	0.012	0.016	0.039	0.096	0.101	0.102	0.178	0.17	0.081	0.09	0.185	0.346	0.186	0.192	0.365	0.519	0.38	0.401	0.32	0.085	0.141	0.041	0.056	0.05	0.018	0.014	0.018	0.097	0.122	0.092	0.054	0.045	0.007	0.002	0.003	0.005	0.008	0.002	0.002	0.004	0	0	0	0.004	0.024	0.063	0.03	0.004	0.005	0.007	0.003	0	0	0.031	0.028	0.035	0.046	0.025	0.039	0.03	0.029	0	0	0	0.001	0.001	0	0	0.033	0.011	0.286	0.24	0.179	0.359	0.042	0.042	0.05	0.078	0.102	0.121	0.019	0.001	0	0.001	0	0	0	0	0.008	0.062	0.173	0.63	0.321	0.015	0.005	0.002	0.001	0.001	0.003	0.005	0.075	0.354	0.003	0	0.001	0.001	0.001	0.001	0.123	0.567	0.27	0.278	0.071	0.011	0	0.004	0.018	0.038	0.048	0.083	0.179	0.179	0.335	0.183	0.236	0.245	0.438	0.368	0.205	0.221	0.104	0.231	0.273	0.192	0.246	0.232	0.3	0.122	0.052	0.073	0.101	0.179	0.226	0.232	0.069	0.032	0.23	0.153	0.098	0.027	0	0.001	0.001	0.009	0.006	0	0	0	0	0	0	0	0	0.008	0.438	0.975	0.74	0.846	0.567	0.33	0.097	0.181	0.202	0.069	0.274	0.5	0.255	0.272	0.39	0.605	0.494	0.067	0.105	0.055	0.002	0.004	0.002	0.011	0.024	0.028	0.127	0.027	0.023	0.007	0.008	0.002	0.005	0.052	0.057	0.006	0.011	0.01	0.01	0.003	0.001	0.015	0.01	0.008	0.125	0.076	0.024	0.008	0.011	0.051	0.032	0.022	0.054	0.019	0.028	0.079	0.163	0.09	0.182	0.476	0.476	0.758	0.882	0.954	0.942	0.79
0.006	0.005	0.025	0.043	0.079	0.064	0.027	0.006	0.02	0.012	0.01	0.006	0.027	0.075	0.171	0.093	0.11	0.119	0.093	0.154	0.176	0.237	0.205	0.156	0.132	0.372	0.378	0.293	0.178	0.183	0.077	0.057	0.086	0.047	0.003	0.004	0.038	0.097	0.059	0.058	0.104	0.023	0.009	0.003	0.001	0.002	0.004	0.001	0.001	0.004	0.006	0	0	0.001	0.052	0.061	0.002	0	0.007	0.011	0.007	0	0	0.023	0.033	0.047	0.023	0.019	0.033	0.023	0	0	0	0	0.001	0	0	0	0.003	0.001	0.302	0.243	0.211	0.207	0.087	0.04	0.069	0.134	0.09	0.176	0.017	0	0.001	0	0	0	0	0	0.001	0.023	0.192	0.285	0.373	0.013	0.005	0.003	0.004	0.006	0.006	0.004	0.073	0.409	0.001	0	0.002	0.002	0.001	0.001	0.002	0.608	0.571	0.167	0.077	0.005	0.001	0.004	0.017	0.021	0.034	0.033	0.062	0.289	0.332	0.259	0.209	0.169	0.333	0.368	0.27	0.233	0.162	0.192	0.215	0.184	0.252	0.303	0.207	0.075	0.103	0.11	0.137	0.154	0.119	0.167	0.052	0.056	0.1	0.083	0.155	0.027	0	0.001	0.001	0	0.014	0	0	0	0	0	0	0	0	0.002	0.094	0.779	0.821	0.733	0.572	0.508	0.178	0.184	0.15	0.128	0.372	0.511	0.251	0.308	0.499	0.447	0.35	0.099	0.031	0.013	0.006	0.001	0.003	0.008	0.03	0.026	0.033	0.042	0.016	0.005	0.009	0.001	0.005	0.035	0.012	0	0.026	0.003	0.004	0.008	0.002	0.003	0.022	0.01	0.05	0.073	0.011	0.001	0.012	0.011	0.049	0.037	0.011	0.021	0.039	0.092	0.126	0.133	0.19	0.38	0.441	0.587	0.872	0.971	0.959	0.877
0.006	0.015	0.033	0.024	0.026	0.038	0.026	0.012	0.02	0.01	0.008	0.014	0.023	0.039	0.068	0.096	0.102	0.054	0.085	0.146	0.165	0.152	0.202	0.088	0.111	0.317	0.504	0.395	0.233	0.236	0.065	0.079	0.043	0.038	0.006	0.004	0.048	0.04	0.06	0.069	0.051	0.005	0.003	0.009	0.001	0.002	0	0.003	0	0.004	0.004	0.001	0.001	0.001	0.026	0.017	0.001	0	0.004	0.011	0.009	0.001	0.001	0.001	0.039	0.056	0.016	0.013	0.03	0.029	0	0	0	0	0.001	0	0	0	0.001	0.001	0.315	0.207	0.272	0.111	0.121	0.047	0.073	0.091	0.103	0.016	0.003	0.001	0.002	0	0	0	0	0	0	0.007	0.042	0.144	0.123	0.035	0.012	0.007	0.006	0.007	0.003	0.004	0.031	0.005	0.001	0.006	0.003	0.003	0.003	0.002	0.003	0.177	0.669	0.122	0.026	0.001	0.001	0.012	0.027	0.038	0.036	0.054	0.049	0.215	0.244	0.325	0.189	0.179	0.207	0.349	0.329	0.219	0.253	0.161	0.16	0.202	0.214	0.265	0.204	0.193	0.134	0.121	0.164	0.134	0.088	0.062	0.043	0.102	0.103	0.085	0.048	0.044	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0.005	0.027	0.271	0.965	0.755	0.65	0.482	0.337	0.133	0.112	0.187	0.226	0.261	0.349	0.414	0.362	0.346	0.284	0.164	0.031	0.008	0.008	0.006	0.003	0.011	0.015	0.01	0.009	0.056	0.02	0.017	0.005	0.002	0.013	0.023	0	0.003	0.01	0.003	0.003	0.006	0.001	0.002	0.009	0.024	0.025	0.015	0.002	0.002	0.004	0.005	0.052	0.064	0.004	0.022	0.049	0.065	0.051	0.127	0.173	0.257	0.639	0.682	0.861	0.923	0.948	0.832
0.008	0.027	0.009	0.017	0.013	0.023	0.018	0.016	0.011	0.014	0.011	0.008	0.014	0.039	0.045	0.13	0.086	0.047	0.099	0.206	0.231	0.103	0.132	0.107	0.114	0.161	0.371	0.306	0.209	0.119	0.135	0.112	0.044	0.006	0.005	0.013	0.052	0.041	0.044	0.063	0.012	0.009	0.008	0.011	0.003	0	0	0.001	0.001	0.005	0.001	0.002	0.001	0.002	0.004	0.002	0.003	0.001	0.001	0.01	0.01	0.007	0.004	0.003	0.029	0.018	0.018	0.018	0.016	0.004	0	0	0	0	0.001	0	0	0	0	0	0.349	0.291	0.19	0.11	0.1	0.118	0.084	0.112	0.16	0.01	0.001	0.002	0	0	0	0.001	0.001	0	0	0.002	0.014	0.103	0.045	0.027	0.01	0.018	0.007	0.002	0.003	0.008	0.009	0.002	0.01	0.007	0.006	0.003	0.003	0.002	0.002	0.005	0.473	0.18	0.013	0.001	0.002	0.013	0.018	0.024	0.027	0.036	0.057	0.1	0.268	0.292	0.211	0.2	0.155	0.266	0.349	0.284	0.298	0.162	0.143	0.228	0.254	0.229	0.144	0.239	0.209	0.177	0.184	0.09	0.074	0.031	0.059	0.09	0.06	0.055	0.043	0.046	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.001	0.007	0.058	0.64	0.698	0.676	0.523	0.388	0.132	0.188	0.263	0.245	0.274	0.377	0.496	0.338	0.3	0.167	0.124	0.011	0.008	0.012	0.011	0.005	0.016	0.011	0.006	0.01	0.03	0.018	0.013	0.004	0.005	0.007	0.003	0	0.007	0.003	0.003	0.002	0.005	0.004	0.002	0.004	0.049	0.007	0.001	0.005	0.002	0.003	0.003	0.016	0.027	0.019	0.025	0.05	0.046	0.047	0.142	0.197	0.204	0.485	0.668	0.824	0.935	0.964	0.817
0.029	0.034	0.011	0.006	0.012	0.014	0.02	0.022	0.01	0.011	0.011	0.011	0.015	0.017	0.039	0.081	0.053	0.052	0.11	0.153	0.13	0.137	0.081	0.085	0.073	0.173	0.355	0.341	0.326	0.155	0.14	0.062	0.038	0.009	0.012	0.015	0.022	0.032	0.03	0.029	0.009	0.007	0.01	0.005	0.004	0	0	0	0.001	0.001	0.001	0.003	0.001	0.001	0.001	0.002	0	0.002	0.001	0.007	0.006	0.011	0.004	0.003	0.007	0.012	0.015	0.021	0.019	0.002	0	0	0.001	0.001	0	0	0	0	0	0	0.325	0.342	0.125	0.112	0.109	0.169	0.094	0.116	0.026	0.004	0.001	0.001	0	0	0	0.001	0.003	0.002	0	0	0.006	0.006	0.034	0.071	0.029	0.017	0.011	0.004	0.009	0.008	0.001	0.002	0.002	0.009	0.013	0.007	0.003	0.007	0.004	0.005	0.131	0.081	0.003	0.002	0.004	0.01	0.027	0.037	0.042	0.029	0.056	0.069	0.215	0.218	0.256	0.181	0.151	0.204	0.323	0.333	0.303	0.22	0.146	0.205	0.227	0.196	0.231	0.283	0.287	0.202	0.116	0.097	0.051	0.022	0.089	0.102	0.032	0.041	0.061	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0.001	0.003	0.021	0.213	0.852	0.636	0.614	0.402	0.129	0.113	0.279	0.197	0.152	0.358	0.452	0.374	0.155	0.13	0.157	0.014	0.008	0.014	0.015	0.012	0.007	0.004	0.002	0.01	0.005	0.038	0.011	0.006	0.01	0.006	0.001	0.001	0.002	0.001	0.003	0.001	0.002	0.005	0	0.002	0.018	0.002	0.001	0.002	0.002	0.003	0.003	0.004	0.017	0.025	0.015	0.039	0.037	0.046	0.099	0.169	0.266	0.397	0.739	0.823	0.897	0.84	0.834
