#WindowWidth (s)	Efficiency
0.4	0.0617647
0.8	0.0647059
1.2	0.0720588
1.6	0.0602941
2	0.0617647
2.4	0.0558824
2.8	0.0352941
3.2	0.0411765
3.6	0.0426471
4	0.0426471
4.4	0.0441176
4.8	0.05
5.2	0.0426471
5.6	0.0514706
6	0.0514706
6.4	0.0485294
6.8	0.0367647
7.2	0.0382353
7.6	0.0308824
8	0.0279412
8.4	0.0279412
8.8	0.0264706
9.2	0.0279412
9.6	0.0264706
10	0.0294118
10.4	0.0308824
10.8	0.0323529
11.2	0.0323529
11.6	0.0323529
12	0.0308824
12.4	0.0294118
12.8	0.0338235
13.2	0.0323529
13.6	0.0323529
14	0.0352941
14.4	0.0367647
14.8	0.0397059
15.2	0.0397059
15.6	0.0426471
16	0.0485294
16.4	0.0485294
16.8	0.0514706
17.2	0.0485294
17.6	0.0485294
18	0.0470588
18.4	0.0470588
18.8	0.0485294
19.2	0.0485294
19.6	0.0485294
20	0.0470588
20.4	0.0455882
20.8	0.0470588
21.2	0.05
21.6	0.05
22	0.0514706
22.4	0.0485294
22.8	0.05
23.2	0.0514706
23.6	0.0485294
24	0.0558824
24.4	0.0558824
24.8	0.0573529
25.2	0.0602941
25.6	0.0647059
26	0.0661765
26.4	0.0647059
26.8	0.0661765
27.2	0.0705882
27.6	0.0735294
28	0.0764706
28.4	0.0838235
28.8	0.0867647
29.2	0.0926471
29.6	0.0897059
30	0.0911765
30.4	0.0897059
30.8	0.0955882
31.2	0.0970588
31.6	0.0926471
32	0.0926471
32.4	0.0941176
32.8	0.0941176
33.2	0.0970588
33.6	0.1
34	0.101471
34.4	0.104412
34.8	0.104412
35.2	0.105882
35.6	0.105882
36	0.105882
36.4	0.105882
36.8	0.107353
37.2	0.105882
37.6	0.105882
38	0.1
38.4	0.102941
38.8	0.1
39.2	0.104412
39.6	0.104412
40	0.104412
40.4	0.104412
40.8	0.104412
41.2	0.104412
41.6	0.108824
42	0.107353
42.4	0.111765
42.8	0.111765
43.2	0.108824
43.6	0.110294
44	0.111765
44.4	0.114706
44.8	0.117647
45.2	0.120588
45.6	0.123529
46	0.127941
46.4	0.129412
46.8	0.132353
47.2	0.136765
47.6	0.141176
48	0.144118
