#WindowWidth (s)	Efficiency
0.4	0.0647059
0.8	0.075
1.2	0.0647059
1.6	0.0720588
2	0.0676471
2.4	0.0632353
2.8	0.05
3.2	0.0558824
3.6	0.0529412
4	0.0455882
4.4	0.0455882
4.8	0.0397059
5.2	0.0397059
5.6	0.0411765
6	0.0352941
6.4	0.0455882
6.8	0.0455882
7.2	0.0470588
7.6	0.0485294
8	0.0485294
8.4	0.0529412
8.8	0.0617647
9.2	0.0602941
9.6	0.0544118
10	0.0573529
10.4	0.0602941
10.8	0.0661765
11.2	0.0632353
11.6	0.0632353
12	0.0632353
12.4	0.0617647
12.8	0.0573529
13.2	0.0544118
13.6	0.0558824
14	0.0602941
14.4	0.0676471
14.8	0.0779412
15.2	0.0823529
15.6	0.0867647
16	0.0779412
16.4	0.0794118
16.8	0.0720588
17.2	0.0691176
17.6	0.0647059
18	0.0647059
18.4	0.0632353
18.8	0.0647059
19.2	0.0573529
19.6	0.0617647
20	0.0705882
20.4	0.0735294
20.8	0.0794118
21.2	0.0823529
21.6	0.0882353
22	0.0941176
22.4	0.101471
22.8	0.105882
23.2	0.107353
23.6	0.114706
24	0.116176
24.4	0.120588
24.8	0.122059
25.2	0.127941
25.6	0.129412
26	0.132353
26.4	0.141176
26.8	0.15
27.2	0.158824
27.6	0.158824
28	0.160294
28.4	0.155882
28.8	0.158824
29.2	0.158824
29.6	0.160294
30	0.161765
30.4	0.154412
30.8	0.157353
31.2	0.155882
31.6	0.157353
32	0.155882
32.4	0.157353
32.8	0.161765
33.2	0.164706
33.6	0.160294
34	0.163235
34.4	0.161765
34.8	0.160294
35.2	0.172059
35.6	0.170588
36	0.176471
36.4	0.179412
36.8	0.176471
37.2	0.173529
37.6	0.166176
38	0.158824
38.4	0.169118
38.8	0.163235
39.2	0.155882
39.6	0.152941
40	0.163235
40.4	0.166176
40.8	0.166176
41.2	0.169118
41.6	0.176471
42	0.179412
42.4	0.192647
42.8	0.194118
43.2	0.195588
43.6	0.202941
44	0.213235
44.4	0.219118
44.8	0.225
45.2	0.236765
45.6	0.245588
46	0.251471
46.4	0.255882
46.8	0.261765
47.2	0.267647
47.6	0.260294
48	0.257353
