#WindowWidth (s)	Efficiency
0.4	0.0573529
0.8	0.0602941
1.2	0.0647059
1.6	0.0617647
2	0.0661765
2.4	0.0705882
2.8	0.075
3.2	0.0735294
3.6	0.0661765
4	0.0647059
4.4	0.0720588
4.8	0.0720588
5.2	0.0735294
5.6	0.075
6	0.0764706
6.4	0.0779412
6.8	0.0779412
7.2	0.0794118
7.6	0.075
8	0.075
8.4	0.0764706
8.8	0.0764706
9.2	0.0808824
9.6	0.0808824
10	0.0852941
10.4	0.0882353
10.8	0.0882353
11.2	0.0897059
11.6	0.0926471
12	0.0941176
12.4	0.0941176
12.8	0.0882353
13.2	0.0897059
13.6	0.0926471
14	0.0897059
14.4	0.0897059
14.8	0.0897059
15.2	0.0911765
15.6	0.0941176
16	0.0955882
16.4	0.0926471
16.8	0.0897059
17.2	0.0897059
17.6	0.0941176
18	0.1
18.4	0.102941
18.8	0.113235
19.2	0.120588
19.6	0.119118
20	0.125
20.4	0.126471
20.8	0.132353
21.2	0.130882
21.6	0.138235
22	0.141176
22.4	0.141176
22.8	0.144118
23.2	0.145588
23.6	0.15
24	0.15
24.4	0.157353
24.8	0.154412
25.2	0.152941
25.6	0.151471
26	0.158824
26.4	0.161765
26.8	0.161765
27.2	0.157353
27.6	0.160294
28	0.183824
28.4	0.185294
28.8	0.197059
29.2	0.201471
29.6	0.205882
30	0.213235
30.4	0.219118
30.8	0.225
31.2	0.217647
31.6	0.222059
32	0.223529
32.4	0.230882
32.8	0.239706
33.2	0.241176
33.6	0.239706
34	0.244118
34.4	0.251471
34.8	0.258824
35.2	0.260294
35.6	0.263235
36	0.264706
36.4	0.263235
36.8	0.267647
37.2	0.276471
37.6	0.283824
38	0.297059
38.4	0.301471
38.8	0.310294
39.2	0.313235
39.6	0.314706
40	0.323529
40.4	0.322059
40.8	0.332353
41.2	0.329412
41.6	0.332353
42	0.339706
42.4	0.341176
42.8	0.338235
43.2	0.338235
43.6	0.341176
44	0.336765
44.4	0.345588
44.8	0.336765
45.2	0.342647
45.6	0.338235
46	0.344118
46.4	0.345588
46.8	0.341176
47.2	0.344118
47.6	0.344118
48	0.344118
