#WindowWidth (s)	Efficiency
0.4	0.0485294
0.8	0.0602941
1.2	0.0588235
1.6	0.0573529
2	0.0485294
2.4	0.0382353
2.8	0.0397059
3.2	0.0411765
3.6	0.0411765
4	0.0426471
4.4	0.0411765
4.8	0.0382353
5.2	0.0352941
5.6	0.0352941
6	0.0308824
6.4	0.0294118
6.8	0.0294118
7.2	0.0338235
7.6	0.0294118
8	0.0294118
8.4	0.0279412
8.8	0.0279412
9.2	0.0279412
9.6	0.0235294
10	0.0235294
10.4	0.0235294
10.8	0.0235294
11.2	0.0235294
11.6	0.0205882
12	0.0191176
12.4	0.0161765
12.8	0.0147059
13.2	0.0147059
13.6	0.0132353
14	0.0132353
14.4	0.0117647
14.8	0.0117647
15.2	0.0117647
15.6	0.0147059
16	0.0147059
16.4	0.0161765
16.8	0.0161765
17.2	0.0161765
17.6	0.0191176
18	0.0147059
18.4	0.0102941
18.8	0.0117647
19.2	0.0102941
19.6	0.00588235
20	0.00735294
20.4	0.00588235
20.8	0.00441176
21.2	0.00588235
21.6	0.00441176
22	0.00294118
22.4	0.00441176
22.8	0.00441176
23.2	0.00294118
23.6	0.00294118
24	0.00441176
24.4	0.00735294
24.8	0.00588235
25.2	0.00735294
25.6	0.00882353
26	0.00882353
26.4	0.00588235
26.8	0.00735294
27.2	0.0117647
27.6	0.0132353
28	0.0132353
28.4	0.0147059
28.8	0.0147059
29.2	0.0161765
29.6	0.0205882
30	0.0191176
30.4	0.0205882
30.8	0.0220588
31.2	0.0235294
31.6	0.025
32	0.0279412
32.4	0.0294118
32.8	0.0294118
33.2	0.0294118
33.6	0.0279412
34	0.0352941
34.4	0.0367647
34.8	0.0382353
35.2	0.0411765
35.6	0.0455882
36	0.0485294
36.4	0.05
36.8	0.0544118
37.2	0.0544118
37.6	0.0558824
38	0.0558824
38.4	0.0573529
38.8	0.0632353
39.2	0.0617647
39.6	0.0602941
40	0.0647059
40.4	0.0632353
40.8	0.0632353
41.2	0.0617647
41.6	0.0647059
42	0.0632353
42.4	0.0661765
42.8	0.0661765
43.2	0.0676471
43.6	0.0661765
44	0.0661765
44.4	0.0661765
44.8	0.0691176
45.2	0.0691176
45.6	0.0705882
46	0.0705882
46.4	0.0720588
46.8	0.0735294
47.2	0.075
47.6	0.0764706
48	0.0779412
