#WindowWidth (s)	Efficiency
0.4	0.0573529
0.8	0.0470588
1.2	0.075
1.6	0.0735294
2	0.0779412
2.4	0.0705882
2.8	0.0779412
3.2	0.0764706
3.6	0.075
4	0.0808824
4.4	0.0838235
4.8	0.0808824
5.2	0.0705882
5.6	0.0602941
6	0.0588235
6.4	0.0529412
6.8	0.0485294
7.2	0.0529412
7.6	0.05
8	0.0470588
8.4	0.0455882
8.8	0.0397059
9.2	0.0367647
9.6	0.0411765
10	0.0455882
10.4	0.0470588
10.8	0.0470588
11.2	0.0485294
11.6	0.0485294
12	0.0426471
12.4	0.0411765
12.8	0.0470588
13.2	0.0514706
13.6	0.0455882
14	0.0426471
14.4	0.0411765
14.8	0.0426471
15.2	0.0397059
15.6	0.0470588
16	0.0397059
16.4	0.0338235
16.8	0.0411765
17.2	0.0323529
17.6	0.0397059
18	0.0411765
18.4	0.0455882
18.8	0.0441176
19.2	0.0470588
19.6	0.0455882
20	0.0411765
20.4	0.0411765
20.8	0.0485294
21.2	0.0455882
21.6	0.0426471
22	0.0470588
22.4	0.0426471
22.8	0.0470588
23.2	0.0441176
23.6	0.0397059
24	0.0426471
24.4	0.0411765
24.8	0.0485294
25.2	0.0441176
25.6	0.05
26	0.0514706
26.4	0.0544118
26.8	0.0470588
27.2	0.0544118
27.6	0.05
28	0.0470588
28.4	0.05
28.8	0.0529412
29.2	0.0544118
29.6	0.0602941
30	0.0573529
30.4	0.0632353
30.8	0.0661765
31.2	0.0661765
31.6	0.0617647
32	0.0602941
32.4	0.0661765
32.8	0.0720588
33.2	0.0794118
33.6	0.0823529
34	0.0882353
34.4	0.0970588
34.8	0.0941176
35.2	0.102941
35.6	0.102941
36	0.105882
36.4	0.107353
36.8	0.105882
37.2	0.104412
37.6	0.110294
38	0.111765
38.4	0.111765
38.8	0.111765
39.2	0.119118
39.6	0.116176
40	0.130882
40.4	0.138235
40.8	0.145588
41.2	0.145588
41.6	0.139706
42	0.148529
42.4	0.144118
42.8	0.157353
43.2	0.151471
43.6	0.160294
44	0.161765
44.4	0.166176
44.8	0.179412
45.2	0.179412
45.6	0.179412
46	0.182353
46.4	0.185294
46.8	0.192647
47.2	0.194118
47.6	0.202941
48	0.205882
