#WindowWidth (s)	Efficiency
0.4	0.139706
0.8	0.152941
1.2	0.155882
1.6	0.138235
2	0.154412
2.4	0.148529
2.8	0.133824
3.2	0.136765
3.6	0.141176
4	0.136765
4.4	0.139706
4.8	0.129412
5.2	0.133824
5.6	0.135294
6	0.132353
6.4	0.127941
6.8	0.119118
7.2	0.120588
7.6	0.127941
8	0.129412
8.4	0.130882
8.8	0.133824
9.2	0.138235
9.6	0.138235
10	0.151471
10.4	0.147059
10.8	0.147059
11.2	0.144118
11.6	0.148529
12	0.148529
12.4	0.154412
12.8	0.157353
13.2	0.164706
13.6	0.167647
14	0.169118
14.4	0.169118
14.8	0.170588
15.2	0.177941
15.6	0.175
16	0.185294
16.4	0.191176
16.8	0.197059
17.2	0.2
17.6	0.208824
18	0.213235
18.4	0.219118
18.8	0.219118
19.2	0.226471
19.6	0.230882
20	0.233824
20.4	0.244118
20.8	0.248529
21.2	0.245588
21.6	0.238235
22	0.238235
22.4	0.238235
22.8	0.232353
23.2	0.235294
23.6	0.232353
24	0.235294
24.4	0.235294
24.8	0.233824
25.2	0.232353
25.6	0.232353
26	0.236765
26.4	0.241176
26.8	0.242647
27.2	0.242647
27.6	0.25
28	0.260294
28.4	0.263235
28.8	0.254412
29.2	0.252941
29.6	0.258824
30	0.260294
30.4	0.263235
30.8	0.264706
31.2	0.267647
31.6	0.263235
32	0.266176
32.4	0.267647
32.8	0.264706
33.2	0.269118
33.6	0.269118
34	0.269118
34.4	0.270588
34.8	0.280882
35.2	0.282353
35.6	0.283824
36	0.286765
36.4	0.288235
36.8	0.288235
37.2	0.285294
37.6	0.285294
38	0.282353
38.4	0.286765
38.8	0.294118
39.2	0.294118
39.6	0.301471
40	0.301471
40.4	0.305882
40.8	0.305882
41.2	0.313235
41.6	0.314706
42	0.313235
42.4	0.317647
42.8	0.317647
43.2	0.317647
43.6	0.319118
44	0.325
44.4	0.323529
44.8	0.322059
45.2	0.326471
45.6	0.322059
46	0.323529
46.4	0.320588
46.8	0.330882
47.2	0.327941
47.6	0.329412
48	0.341176
