#WindowWidth (s)	Efficiency
0.4	0.0558824
0.8	0.075
1.2	0.0632353
1.6	0.0573529
2	0.0588235
2.4	0.0632353
2.8	0.0647059
3.2	0.0632353
3.6	0.0588235
4	0.0617647
4.4	0.0514706
4.8	0.0602941
5.2	0.0720588
5.6	0.075
6	0.0779412
6.4	0.0867647
6.8	0.0823529
7.2	0.0867647
7.6	0.0867647
8	0.0808824
8.4	0.0808824
8.8	0.0823529
9.2	0.0852941
9.6	0.0838235
10	0.0735294
10.4	0.0735294
10.8	0.0661765
11.2	0.0632353
11.6	0.0691176
12	0.0632353
12.4	0.0676471
12.8	0.0705882
13.2	0.075
13.6	0.0764706
14	0.0764706
14.4	0.0720588
14.8	0.0794118
15.2	0.0720588
15.6	0.0720588
16	0.0720588
16.4	0.0735294
16.8	0.0735294
17.2	0.0764706
17.6	0.0823529
18	0.0794118
18.4	0.0838235
18.8	0.0794118
19.2	0.0823529
19.6	0.0838235
20	0.0823529
20.4	0.0852941
20.8	0.0867647
21.2	0.0955882
21.6	0.0985294
22	0.101471
22.4	0.1
22.8	0.0955882
23.2	0.0911765
23.6	0.0852941
24	0.0808824
24.4	0.0882353
24.8	0.0867647
25.2	0.0882353
25.6	0.0941176
26	0.0838235
26.4	0.0867647
26.8	0.0882353
27.2	0.0897059
27.6	0.0911765
28	0.0911765
28.4	0.0911765
28.8	0.0955882
29.2	0.0926471
29.6	0.0926471
30	0.0941176
30.4	0.0941176
30.8	0.0897059
31.2	0.0970588
31.6	0.102941
32	0.105882
32.4	0.111765
32.8	0.107353
33.2	0.104412
33.6	0.1
34	0.0955882
34.4	0.0985294
34.8	0.1
35.2	0.1
35.6	0.107353
36	0.113235
36.4	0.108824
36.8	0.111765
37.2	0.111765
37.6	0.113235
38	0.110294
38.4	0.111765
38.8	0.108824
39.2	0.108824
39.6	0.104412
40	0.113235
40.4	0.122059
40.8	0.123529
41.2	0.132353
41.6	0.130882
42	0.129412
42.4	0.127941
42.8	0.123529
43.2	0.123529
43.6	0.129412
44	0.132353
44.4	0.141176
44.8	0.138235
45.2	0.148529
45.6	0.151471
46	0.158824
46.4	0.158824
46.8	0.169118
47.2	0.170588
47.6	0.180882
48	0.177941
