#WindowWidth (s)	Efficiency
0.4	0.0544118
0.8	0.0514706
1.2	0.0544118
1.6	0.0617647
2	0.0602941
2.4	0.0676471
2.8	0.0691176
3.2	0.0779412
3.6	0.0838235
4	0.0852941
4.4	0.0779412
4.8	0.0764706
5.2	0.0808824
5.6	0.0720588
6	0.075
6.4	0.0691176
6.8	0.0720588
7.2	0.0676471
7.6	0.0676471
8	0.0602941
8.4	0.0573529
8.8	0.0455882
9.2	0.0470588
9.6	0.0397059
10	0.0338235
10.4	0.0264706
10.8	0.0191176
11.2	0.0191176
11.6	0.0220588
12	0.0205882
12.4	0.0205882
12.8	0.0235294
13.2	0.0264706
13.6	0.0191176
14	0.0161765
14.4	0.0132353
14.8	0.00882353
15.2	0.00441176
15.6	0.00588235
16	0.00588235
16.4	0.00441176
16.8	0.00294118
17.2	0
17.6	0.00147059
18	0
18.4	0
18.8	0
19.2	0.00147059
19.6	0
20	0.00147059
20.4	0.00147059
20.8	0.00147059
21.2	0
21.6	0
22	0
22.4	0
22.8	0
23.2	0
23.6	0
24	0
24.4	0
24.8	0
25.2	0.00147059
25.6	0.00294118
26	0.00294118
26.4	0.00588235
26.8	0.0102941
27.2	0.0132353
27.6	0.0176471
28	0.0161765
28.4	0.0147059
28.8	0.0117647
29.2	0.0117647
29.6	0.0102941
30	0.0102941
30.4	0.0117647
30.8	0.0132353
31.2	0.0161765
31.6	0.0176471
32	0.0191176
32.4	0.0205882
32.8	0.0220588
33.2	0.0235294
33.6	0.0264706
34	0.0279412
34.4	0.0308824
34.8	0.0338235
35.2	0.0367647
35.6	0.0382353
36	0.0397059
36.4	0.0441176
36.8	0.0441176
37.2	0.0470588
37.6	0.0529412
38	0.0602941
38.4	0.0647059
38.8	0.0647059
39.2	0.0661765
39.6	0.0676471
40	0.0661765
40.4	0.0676471
40.8	0.0676471
41.2	0.0720588
41.6	0.0676471
42	0.075
42.4	0.0720588
42.8	0.0794118
43.2	0.0794118
43.6	0.0794118
44	0.0794118
44.4	0.0794118
44.8	0.0823529
45.2	0.0867647
45.6	0.0852941
46	0.0882353
46.4	0.0897059
46.8	0.0882353
47.2	0.0897059
47.6	0.0911765
48	0.0867647
