#WindowWidth (s)	Efficiency
0.4	0.0632353
0.8	0.0691176
1.2	0.0558824
1.6	0.0588235
2	0.0544118
2.4	0.0470588
2.8	0.0397059
3.2	0.0397059
3.6	0.0382353
4	0.0426471
4.4	0.0426471
4.8	0.0411765
5.2	0.0426471
5.6	0.0382353
6	0.0426471
6.4	0.0514706
6.8	0.0558824
7.2	0.0544118
7.6	0.0558824
8	0.0588235
8.4	0.0647059
8.8	0.0691176
9.2	0.0705882
9.6	0.0764706
10	0.075
10.4	0.075
10.8	0.0823529
11.2	0.0838235
11.6	0.0882353
12	0.0897059
12.4	0.0955882
12.8	0.0911765
13.2	0.0838235
13.6	0.0838235
14	0.0779412
14.4	0.0808824
14.8	0.0808824
15.2	0.0779412
15.6	0.075
16	0.0735294
16.4	0.0735294
16.8	0.0720588
17.2	0.0735294
17.6	0.0764706
18	0.0794118
18.4	0.0897059
18.8	0.1
19.2	0.104412
19.6	0.108824
20	0.117647
20.4	0.113235
20.8	0.117647
21.2	0.116176
21.6	0.119118
22	0.125
22.4	0.130882
22.8	0.139706
23.2	0.151471
23.6	0.160294
24	0.167647
24.4	0.172059
24.8	0.188235
25.2	0.188235
25.6	0.194118
26	0.191176
26.4	0.192647
26.8	0.192647
27.2	0.2
27.6	0.204412
28	0.214706
28.4	0.219118
28.8	0.229412
29.2	0.235294
29.6	0.238235
30	0.238235
30.4	0.247059
30.8	0.257353
31.2	0.260294
31.6	0.267647
32	0.270588
32.4	0.270588
32.8	0.275
33.2	0.277941
33.6	0.283824
34	0.282353
34.4	0.285294
34.8	0.288235
35.2	0.288235
35.6	0.289706
36	0.295588
36.4	0.298529
36.8	0.298529
37.2	0.308824
37.6	0.313235
38	0.317647
38.4	0.320588
38.8	0.326471
39.2	0.327941
39.6	0.335294
40	0.336765
40.4	0.341176
40.8	0.345588
41.2	0.351471
41.6	0.355882
42	0.355882
42.4	0.358824
42.8	0.358824
43.2	0.364706
43.6	0.372059
44	0.372059
44.4	0.376471
44.8	0.380882
45.2	0.386765
45.6	0.394118
46	0.4
46.4	0.405882
46.8	0.408824
47.2	0.416176
47.6	0.419118
48	0.422059
