#WindowWidth (s)	Efficiency
0.4	0.05
0.8	0.0529412
1.2	0.0470588
1.6	0.0411765
2	0.0573529
2.4	0.0661765
2.8	0.0661765
3.2	0.0779412
3.6	0.0838235
4	0.0823529
4.4	0.0838235
4.8	0.0779412
5.2	0.0779412
5.6	0.0823529
6	0.0764706
6.4	0.0691176
6.8	0.0691176
7.2	0.0676471
7.6	0.0617647
8	0.05
8.4	0.0455882
8.8	0.0411765
9.2	0.0411765
9.6	0.0382353
10	0.0382353
10.4	0.0323529
10.8	0.0294118
11.2	0.025
11.6	0.0279412
12	0.0220588
12.4	0.0191176
12.8	0.0176471
13.2	0.0191176
13.6	0.0176471
14	0.0161765
14.4	0.0161765
14.8	0.0161765
15.2	0.0147059
15.6	0.0102941
16	0.00735294
16.4	0.00441176
16.8	0.00147059
17.2	0.00294118
17.6	0.00147059
18	0.00294118
18.4	0.00294118
18.8	0.00147059
19.2	0.00294118
19.6	0.00294118
20	0.00147059
20.4	0.00147059
20.8	0
21.2	0
21.6	0
22	0
22.4	0
22.8	0
23.2	0
23.6	0
24	0
24.4	0.00147059
24.8	0.00294118
25.2	0.00294118
25.6	0.00441176
26	0.00588235
26.4	0.00588235
26.8	0.00735294
27.2	0.00735294
27.6	0.00735294
28	0.00882353
28.4	0.00882353
28.8	0.0102941
29.2	0.0102941
29.6	0.0132353
30	0.0147059
30.4	0.0161765
30.8	0.0176471
31.2	0.0205882
31.6	0.0220588
32	0.0235294
32.4	0.025
32.8	0.0264706
33.2	0.0294118
33.6	0.0294118
34	0.0308824
34.4	0.0323529
34.8	0.0338235
35.2	0.0367647
35.6	0.0367647
36	0.0382353
36.4	0.0397059
36.8	0.0411765
37.2	0.0426471
37.6	0.0441176
38	0.0455882
38.4	0.0485294
38.8	0.0485294
39.2	0.05
39.6	0.0514706
40	0.0529412
40.4	0.0544118
40.8	0.0558824
41.2	0.0573529
41.6	0.0602941
42	0.0602941
42.4	0.0617647
42.8	0.0632353
43.2	0.0647059
43.6	0.0661765
44	0.0676471
44.4	0.0705882
44.8	0.0705882
45.2	0.0735294
45.6	0.075
46	0.0764706
46.4	0.0764706
46.8	0.0794118
47.2	0.0794118
47.6	0.0823529
48	0.0823529
