#WindowWidth (s)	Efficiency
0.4	0.0382353
0.8	0.0264706
1.2	0.0338235
1.6	0.0294118
2	0.0264706
2.4	0.0147059
2.8	0.0176471
3.2	0.025
3.6	0.0235294
4	0.0161765
4.4	0.0176471
4.8	0.0191176
5.2	0.0191176
5.6	0.0220588
6	0.0279412
6.4	0.0308824
6.8	0.0294118
7.2	0.0323529
7.6	0.0323529
8	0.0338235
8.4	0.0382353
8.8	0.0352941
9.2	0.0338235
9.6	0.0367647
10	0.0323529
10.4	0.0323529
10.8	0.0308824
11.2	0.0308824
11.6	0.0294118
12	0.025
12.4	0.0264706
12.8	0.0279412
13.2	0.0264706
13.6	0.025
14	0.0235294
14.4	0.0220588
14.8	0.0205882
15.2	0.0235294
15.6	0.0220588
16	0.0279412
16.4	0.0264706
16.8	0.0220588
17.2	0.0191176
17.6	0.0176471
18	0.0176471
18.4	0.0264706
18.8	0.0279412
19.2	0.0264706
19.6	0.0264706
20	0.0279412
20.4	0.0279412
20.8	0.0294118
21.2	0.0338235
21.6	0.0352941
22	0.0367647
22.4	0.0411765
22.8	0.0411765
23.2	0.0455882
23.6	0.0529412
24	0.0544118
24.4	0.0558824
24.8	0.0588235
25.2	0.0602941
25.6	0.0588235
26	0.0647059
26.4	0.0647059
26.8	0.0632353
27.2	0.0647059
27.6	0.0676471
28	0.0705882
28.4	0.0720588
28.8	0.0691176
29.2	0.0691176
29.6	0.0676471
30	0.0720588
30.4	0.075
30.8	0.075
31.2	0.0779412
31.6	0.0779412
32	0.0808824
32.4	0.0823529
32.8	0.0838235
33.2	0.0808824
33.6	0.0823529
34	0.0882353
34.4	0.0838235
34.8	0.0852941
35.2	0.0852941
35.6	0.0882353
36	0.0852941
36.4	0.0882353
36.8	0.0867647
37.2	0.0823529
37.6	0.0852941
38	0.0838235
38.4	0.0882353
38.8	0.0882353
39.2	0.0911765
39.6	0.0897059
40	0.0926471
40.4	0.0911765
40.8	0.1
41.2	0.101471
41.6	0.105882
42	0.107353
42.4	0.110294
42.8	0.110294
43.2	0.116176
43.6	0.116176
44	0.122059
44.4	0.122059
44.8	0.125
45.2	0.122059
45.6	0.123529
46	0.120588
46.4	0.119118
46.8	0.120588
47.2	0.117647
47.6	0.122059
48	0.123529
