#WindowWidth (s)	Efficiency
0.4	0.0617647
0.8	0.0632353
1.2	0.0808824
1.6	0.0794118
2	0.0897059
2.4	0.105882
2.8	0.0970588
3.2	0.0911765
3.6	0.0823529
4	0.0808824
4.4	0.0808824
4.8	0.0691176
5.2	0.0691176
5.6	0.0661765
6	0.0691176
6.4	0.0647059
6.8	0.0617647
7.2	0.0573529
7.6	0.0588235
8	0.0544118
8.4	0.0573529
8.8	0.0514706
9.2	0.0455882
9.6	0.0455882
10	0.0411765
10.4	0.0382353
10.8	0.0411765
11.2	0.0397059
11.6	0.0411765
12	0.0470588
12.4	0.0411765
12.8	0.0411765
13.2	0.0441176
13.6	0.0426471
14	0.0367647
14.4	0.0397059
14.8	0.0411765
15.2	0.0382353
15.6	0.0397059
16	0.0352941
16.4	0.0367647
16.8	0.0367647
17.2	0.0323529
17.6	0.0308824
18	0.0308824
18.4	0.0308824
18.8	0.0338235
19.2	0.0308824
19.6	0.0264706
20	0.025
20.4	0.0235294
20.8	0.0264706
21.2	0.0294118
21.6	0.0294118
22	0.0279412
22.4	0.0279412
22.8	0.0235294
23.2	0.0220588
23.6	0.0235294
24	0.0220588
24.4	0.0220588
24.8	0.0235294
25.2	0.025
25.6	0.0279412
26	0.0294118
26.4	0.0323529
26.8	0.0338235
27.2	0.0367647
27.6	0.0367647
28	0.0397059
28.4	0.0411765
28.8	0.0411765
29.2	0.0441176
29.6	0.0455882
30	0.0485294
30.4	0.05
30.8	0.0544118
31.2	0.0573529
31.6	0.0602941
32	0.0632353
32.4	0.0676471
32.8	0.0705882
33.2	0.0720588
33.6	0.075
34	0.0779412
34.4	0.0823529
34.8	0.0852941
35.2	0.0882353
35.6	0.0926471
36	0.0941176
36.4	0.0955882
36.8	0.0985294
37.2	0.101471
37.6	0.101471
38	0.105882
38.4	0.105882
38.8	0.110294
39.2	0.113235
39.6	0.117647
40	0.122059
40.4	0.125
40.8	0.129412
41.2	0.135294
41.6	0.135294
42	0.136765
42.4	0.141176
42.8	0.142647
43.2	0.147059
43.6	0.148529
44	0.152941
44.4	0.154412
44.8	0.157353
45.2	0.160294
45.6	0.163235
46	0.167647
46.4	0.170588
46.8	0.173529
47.2	0.176471
47.6	0.180882
48	0.180882
