#WindowWidth (s)	Efficiency
0.4	0.133824
0.8	0.179412
1.2	0.208824
1.6	0.217647
2	0.225
2.4	0.232353
2.8	0.219118
3.2	0.198529
3.6	0.195588
4	0.180882
4.4	0.166176
4.8	0.161765
5.2	0.147059
5.6	0.141176
6	0.141176
6.4	0.133824
6.8	0.122059
7.2	0.111765
7.6	0.104412
8	0.107353
8.4	0.0985294
8.8	0.0955882
9.2	0.0926471
9.6	0.0911765
10	0.0897059
10.4	0.0852941
10.8	0.0823529
11.2	0.0764706
11.6	0.0720588
12	0.0705882
12.4	0.0647059
12.8	0.0588235
13.2	0.0602941
13.6	0.0558824
14	0.0602941
14.4	0.0485294
14.8	0.0514706
15.2	0.0470588
15.6	0.0544118
16	0.0529412
16.4	0.0397059
16.8	0.0426471
17.2	0.0397059
17.6	0.0411765
18	0.0485294
18.4	0.0426471
18.8	0.05
19.2	0.0529412
19.6	0.0617647
20	0.0705882
20.4	0.0852941
20.8	0.0838235
21.2	0.0897059
21.6	0.0941176
22	0.0985294
22.4	0.0970588
22.8	0.108824
23.2	0.108824
23.6	0.120588
24	0.129412
24.4	0.126471
24.8	0.123529
25.2	0.125
25.6	0.133824
26	0.133824
26.4	0.129412
26.8	0.130882
27.2	0.133824
27.6	0.133824
28	0.133824
28.4	0.135294
28.8	0.136765
29.2	0.139706
29.6	0.147059
30	0.157353
30.4	0.166176
30.8	0.163235
31.2	0.173529
31.6	0.177941
32	0.183824
32.4	0.176471
32.8	0.177941
33.2	0.185294
33.6	0.182353
34	0.188235
34.4	0.195588
34.8	0.202941
35.2	0.208824
35.6	0.210294
36	0.210294
36.4	0.214706
36.8	0.219118
37.2	0.223529
37.6	0.226471
38	0.233824
38.4	0.238235
38.8	0.244118
39.2	0.247059
39.6	0.251471
40	0.255882
40.4	0.261765
40.8	0.264706
41.2	0.276471
41.6	0.282353
42	0.292647
42.4	0.292647
42.8	0.304412
43.2	0.308824
43.6	0.317647
44	0.326471
44.4	0.327941
44.8	0.332353
45.2	0.333824
45.6	0.344118
46	0.344118
46.4	0.330882
46.8	0.329412
47.2	0.323529
47.6	0.330882
48	0.332353
