#WindowWidth (s)	Efficiency
0.4	0.0514706
0.8	0.0544118
1.2	0.0602941
1.6	0.0647059
2	0.0558824
2.4	0.0573529
2.8	0.0514706
3.2	0.0441176
3.6	0.0411765
4	0.0455882
4.4	0.0470588
4.8	0.0441176
5.2	0.0470588
5.6	0.0441176
6	0.0485294
6.4	0.0470588
6.8	0.05
7.2	0.0485294
7.6	0.0455882
8	0.0470588
8.4	0.0455882
8.8	0.0455882
9.2	0.0470588
9.6	0.0411765
10	0.0367647
10.4	0.0382353
10.8	0.0397059
11.2	0.0441176
11.6	0.0382353
12	0.0382353
12.4	0.0352941
12.8	0.0294118
13.2	0.0279412
13.6	0.0279412
14	0.0235294
14.4	0.0176471
14.8	0.0147059
15.2	0.0132353
15.6	0.0117647
16	0.0147059
16.4	0.0132353
16.8	0.0132353
17.2	0.0147059
17.6	0.0147059
18	0.0176471
18.4	0.0220588
18.8	0.0205882
19.2	0.0191176
19.6	0.025
20	0.0191176
20.4	0.0205882
20.8	0.0220588
21.2	0.0176471
21.6	0.0147059
22	0.0117647
22.4	0.00882353
22.8	0.00882353
23.2	0.0176471
23.6	0.0161765
24	0.0220588
24.4	0.0235294
24.8	0.0264706
25.2	0.0308824
25.6	0.0323529
26	0.0294118
26.4	0.0279412
26.8	0.0294118
27.2	0.0294118
27.6	0.0308824
28	0.0382353
28.4	0.0411765
28.8	0.0382353
29.2	0.0426471
29.6	0.0426471
30	0.0426471
30.4	0.0470588
30.8	0.0514706
31.2	0.0514706
31.6	0.0529412
32	0.0558824
32.4	0.0573529
32.8	0.0588235
33.2	0.0617647
33.6	0.0647059
34	0.0661765
34.4	0.0705882
34.8	0.075
35.2	0.075
35.6	0.0794118
36	0.0808824
36.4	0.0867647
36.8	0.0897059
37.2	0.0911765
37.6	0.0911765
38	0.0941176
38.4	0.0941176
38.8	0.0941176
39.2	0.0941176
39.6	0.0941176
40	0.0970588
40.4	0.102941
40.8	0.104412
41.2	0.105882
41.6	0.105882
42	0.107353
42.4	0.107353
42.8	0.108824
43.2	0.107353
43.6	0.110294
44	0.110294
44.4	0.108824
44.8	0.111765
45.2	0.114706
45.6	0.116176
46	0.116176
46.4	0.113235
46.8	0.114706
47.2	0.117647
47.6	0.125
48	0.126471
