#WindowWidth (s)	Efficiency
0.4	0.0470588
0.8	0.0544118
1.2	0.0544118
1.6	0.0573529
2	0.0529412
2.4	0.0426471
2.8	0.0441176
3.2	0.0411765
3.6	0.0455882
4	0.0411765
4.4	0.0367647
4.8	0.0367647
5.2	0.0382353
5.6	0.0323529
6	0.0308824
6.4	0.025
6.8	0.0264706
7.2	0.0294118
7.6	0.0279412
8	0.0294118
8.4	0.0338235
8.8	0.0382353
9.2	0.0411765
9.6	0.0411765
10	0.0411765
10.4	0.0426471
10.8	0.0441176
11.2	0.0382353
11.6	0.0411765
12	0.0455882
12.4	0.0367647
12.8	0.0338235
13.2	0.0352941
13.6	0.0397059
14	0.0397059
14.4	0.0455882
14.8	0.0470588
15.2	0.0455882
15.6	0.0441176
16	0.0573529
16.4	0.0602941
16.8	0.0632353
17.2	0.0632353
17.6	0.0661765
18	0.0632353
18.4	0.0647059
18.8	0.0661765
19.2	0.0691176
19.6	0.0676471
20	0.0676471
20.4	0.0647059
20.8	0.0632353
21.2	0.0602941
21.6	0.0617647
22	0.0617647
22.4	0.0632353
22.8	0.0647059
23.2	0.0676471
23.6	0.0691176
24	0.0735294
24.4	0.0720588
24.8	0.0720588
25.2	0.0735294
25.6	0.075
26	0.0764706
26.4	0.0779412
26.8	0.0794118
27.2	0.0794118
27.6	0.0823529
28	0.0838235
28.4	0.0882353
28.8	0.0882353
29.2	0.0911765
29.6	0.0941176
30	0.0985294
30.4	0.1
30.8	0.102941
31.2	0.105882
31.6	0.104412
32	0.108824
32.4	0.110294
32.8	0.113235
33.2	0.114706
33.6	0.122059
34	0.125
34.4	0.130882
34.8	0.133824
35.2	0.139706
35.6	0.138235
36	0.145588
36.4	0.148529
36.8	0.151471
37.2	0.154412
37.6	0.158824
38	0.155882
38.4	0.158824
38.8	0.157353
39.2	0.160294
39.6	0.158824
40	0.161765
40.4	0.160294
40.8	0.164706
41.2	0.166176
41.6	0.170588
42	0.172059
42.4	0.173529
42.8	0.170588
43.2	0.167647
43.6	0.160294
44	0.157353
44.4	0.152941
44.8	0.164706
45.2	0.161765
45.6	0.169118
46	0.169118
46.4	0.170588
46.8	0.164706
47.2	0.169118
47.6	0.164706
48	0.161765
