#WindowWidth (s)	Efficiency
0.4	0.0632353
0.8	0.1
1.2	0.1
1.6	0.0955882
2	0.0882353
2.4	0.0867647
2.8	0.0808824
3.2	0.0691176
3.6	0.0661765
4	0.0632353
4.4	0.0602941
4.8	0.0558824
5.2	0.0573529
5.6	0.0455882
6	0.0382353
6.4	0.0367647
6.8	0.0411765
7.2	0.0397059
7.6	0.0397059
8	0.0352941
8.4	0.0367647
8.8	0.0323529
9.2	0.0308824
9.6	0.0308824
10	0.0279412
10.4	0.0264706
10.8	0.025
11.2	0.0220588
11.6	0.025
12	0.0235294
12.4	0.0220588
12.8	0.0205882
13.2	0.0205882
13.6	0.0176471
14	0.0147059
14.4	0.0117647
14.8	0.00441176
15.2	0.00588235
15.6	0.00441176
16	0.00441176
16.4	0.00441176
16.8	0.00294118
17.2	0.00147059
17.6	0
18	0
18.4	0
18.8	0
19.2	0
19.6	0
20	0
20.4	0
20.8	0
21.2	0
21.6	0
22	0
22.4	0
22.8	0
23.2	0
23.6	0
24	0
24.4	0
24.8	0
25.2	0
25.6	0
26	0
26.4	0
26.8	0
27.2	0
27.6	0
28	0
28.4	0.00147059
28.8	0.00147059
29.2	0.00294118
29.6	0.00294118
30	0.00588235
30.4	0.00735294
30.8	0.00882353
31.2	0.00882353
31.6	0.0117647
32	0.0132353
32.4	0.0147059
32.8	0.0161765
33.2	0.0176471
33.6	0.0191176
34	0.0205882
34.4	0.0220588
34.8	0.0235294
35.2	0.025
35.6	0.0264706
36	0.0264706
36.4	0.0294118
36.8	0.0294118
37.2	0.0323529
37.6	0.0338235
38	0.0352941
38.4	0.0367647
38.8	0.0382353
39.2	0.0397059
39.6	0.0411765
40	0.0426471
40.4	0.0426471
40.8	0.0441176
41.2	0.0470588
41.6	0.0470588
42	0.05
42.4	0.05
42.8	0.0529412
43.2	0.0544118
43.6	0.0573529
44	0.0573529
44.4	0.0602941
44.8	0.0602941
45.2	0.0632353
45.6	0.0632353
46	0.0661765
46.4	0.0661765
46.8	0.0676471
47.2	0.0691176
47.6	0.0705882
48	0.0720588
