#WindowWidth (s)	Efficiency
0.4	0.0558824
0.8	0.0617647
1.2	0.0617647
1.6	0.0588235
2	0.0573529
2.4	0.0514706
2.8	0.0470588
3.2	0.0441176
3.6	0.0470588
4	0.0514706
4.4	0.05
4.8	0.05
5.2	0.0411765
5.6	0.0411765
6	0.0382353
6.4	0.0455882
6.8	0.0411765
7.2	0.0397059
7.6	0.0294118
8	0.0191176
8.4	0.0176471
8.8	0.0161765
9.2	0.0132353
9.6	0.0102941
10	0.00441176
10.4	0.00294118
10.8	0
11.2	0
11.6	0
12	0.00147059
12.4	0
12.8	0
13.2	0
13.6	0.00147059
14	0.00147059
14.4	0.00147059
14.8	0.00294118
15.2	0.00441176
15.6	0.00294118
16	0.00441176
16.4	0.00147059
16.8	0.00441176
17.2	0.00294118
17.6	0.00147059
18	0.00147059
18.4	0
18.8	0
19.2	0
19.6	0
20	0
20.4	0.00147059
20.8	0
21.2	0
21.6	0
22	0
22.4	0
22.8	0
23.2	0
23.6	0
24	0
24.4	0
24.8	0
25.2	0
25.6	0
26	0
26.4	0
26.8	0
27.2	0.00147059
27.6	0.00147059
28	0.00294118
28.4	0.00441176
28.8	0.00882353
29.2	0.00735294
29.6	0.00735294
30	0.0117647
30.4	0.0161765
30.8	0.0205882
31.2	0.0220588
31.6	0.025
32	0.0235294
32.4	0.0264706
32.8	0.0279412
33.2	0.0323529
33.6	0.0367647
34	0.0411765
34.4	0.0411765
34.8	0.0426471
35.2	0.0411765
35.6	0.0426471
36	0.0411765
36.4	0.0426471
36.8	0.0411765
37.2	0.0426471
37.6	0.0426471
38	0.0426471
38.4	0.0455882
38.8	0.0470588
39.2	0.0485294
39.6	0.05
40	0.0529412
40.4	0.0529412
40.8	0.0573529
41.2	0.0573529
41.6	0.0588235
42	0.0602941
42.4	0.0632353
42.8	0.0647059
43.2	0.0661765
43.6	0.0691176
44	0.0691176
44.4	0.0720588
44.8	0.0735294
45.2	0.075
45.6	0.075
46	0.0779412
46.4	0.0779412
46.8	0.0808824
47.2	0.0808824
47.6	0.0838235
48	0.0838235
