#WindowWidth (s)	Efficiency
0.4	0.147059
0.8	0.180882
1.2	0.197059
1.6	0.185294
2	0.167647
2.4	0.157353
2.8	0.138235
3.2	0.117647
3.6	0.105882
4	0.0985294
4.4	0.102941
4.8	0.101471
5.2	0.0911765
5.6	0.0852941
6	0.0779412
6.4	0.0735294
6.8	0.0720588
7.2	0.0676471
7.6	0.0632353
8	0.0617647
8.4	0.0632353
8.8	0.0632353
9.2	0.0647059
9.6	0.0676471
10	0.0661765
10.4	0.0632353
10.8	0.0617647
11.2	0.0647059
11.6	0.0632353
12	0.0647059
12.4	0.0691176
12.8	0.0661765
13.2	0.0573529
13.6	0.0514706
14	0.05
14.4	0.0397059
14.8	0.0411765
15.2	0.0352941
15.6	0.0323529
16	0.0352941
16.4	0.0323529
16.8	0.0338235
17.2	0.0367647
17.6	0.0352941
18	0.0411765
18.4	0.0397059
18.8	0.0455882
19.2	0.0411765
19.6	0.0455882
20	0.0441176
20.4	0.0544118
20.8	0.05
21.2	0.0558824
21.6	0.0588235
22	0.0588235
22.4	0.0602941
22.8	0.0647059
23.2	0.0617647
23.6	0.0617647
24	0.0647059
24.4	0.0647059
24.8	0.0617647
25.2	0.0485294
25.6	0.0441176
26	0.0426471
26.4	0.0397059
26.8	0.0382353
27.2	0.0441176
27.6	0.0485294
28	0.0470588
28.4	0.0514706
28.8	0.0514706
29.2	0.0426471
29.6	0.0411765
30	0.0352941
30.4	0.0382353
30.8	0.0367647
31.2	0.0338235
31.6	0.0367647
32	0.0382353
32.4	0.0382353
32.8	0.0426471
33.2	0.0455882
33.6	0.0470588
34	0.05
34.4	0.0529412
34.8	0.0588235
35.2	0.0573529
35.6	0.0573529
36	0.0632353
36.4	0.0647059
36.8	0.0647059
37.2	0.0691176
37.6	0.0691176
38	0.0735294
38.4	0.0779412
38.8	0.0838235
39.2	0.0911765
39.6	0.0897059
40	0.0882353
40.4	0.0882353
40.8	0.0852941
41.2	0.0882353
41.6	0.0823529
42	0.0838235
42.4	0.0823529
42.8	0.0867647
43.2	0.0882353
43.6	0.0941176
44	0.0985294
44.4	0.1
44.8	0.0985294
45.2	0.1
45.6	0.1
46	0.0985294
46.4	0.0970588
46.8	0.0970588
47.2	0.1
47.6	0.0955882
48	0.101471
