#WindowWidth (s)	Efficiency
0.4	0.0455882
0.8	0.0544118
1.2	0.0661765
1.6	0.0632353
2	0.0647059
2.4	0.0558824
2.8	0.0470588
3.2	0.0426471
3.6	0.0485294
4	0.0485294
4.4	0.0514706
4.8	0.0617647
5.2	0.0602941
5.6	0.0647059
6	0.0632353
6.4	0.0647059
6.8	0.0676471
7.2	0.0647059
7.6	0.0676471
8	0.075
8.4	0.0808824
8.8	0.0794118
9.2	0.0882353
9.6	0.0911765
10	0.0897059
10.4	0.0823529
10.8	0.0808824
11.2	0.0823529
11.6	0.0808824
12	0.0838235
12.4	0.0911765
12.8	0.0926471
13.2	0.101471
13.6	0.108824
14	0.113235
14.4	0.117647
14.8	0.120588
15.2	0.123529
15.6	0.126471
16	0.129412
16.4	0.132353
16.8	0.130882
17.2	0.132353
17.6	0.136765
18	0.142647
18.4	0.144118
18.8	0.147059
19.2	0.145588
19.6	0.15
20	0.152941
20.4	0.158824
20.8	0.164706
21.2	0.170588
21.6	0.173529
22	0.176471
22.4	0.179412
22.8	0.182353
23.2	0.186765
23.6	0.195588
24	0.197059
24.4	0.202941
24.8	0.207353
25.2	0.211765
25.6	0.213235
26	0.214706
26.4	0.220588
26.8	0.222059
27.2	0.229412
27.6	0.229412
28	0.232353
28.4	0.236765
28.8	0.233824
29.2	0.236765
29.6	0.238235
30	0.244118
30.4	0.248529
30.8	0.252941
31.2	0.251471
31.6	0.252941
32	0.258824
32.4	0.258824
32.8	0.272059
33.2	0.280882
33.6	0.289706
34	0.295588
34.4	0.301471
34.8	0.308824
35.2	0.311765
35.6	0.317647
36	0.325
36.4	0.332353
36.8	0.333824
37.2	0.335294
37.6	0.336765
38	0.347059
38.4	0.352941
38.8	0.355882
39.2	0.361765
39.6	0.366176
40	0.370588
40.4	0.376471
40.8	0.380882
41.2	0.380882
41.6	0.389706
42	0.394118
42.4	0.398529
42.8	0.401471
43.2	0.407353
43.6	0.408824
44	0.413235
44.4	0.416176
44.8	0.419118
45.2	0.422059
45.6	0.422059
46	0.422059
46.4	0.423529
46.8	0.417647
47.2	0.414706
47.6	0.417647
48	0.419118
