0	0.8	2.4	0.8	31.6	-1.0	-1.0	-1.0	9.2	27.6	24.4	32	37.6	46	4	34.4	40.4	39.2	26.4	36.8	8.4	28	30	27.2
0.8	0	0.8	2	21.2	-1.0	30	-1.0	16.8	37.2	39.2	22.8	9.2	25.2	6.8	-1.0	32.4	36	36	30.4	2.8	23.2	-1.0	22.4
2.4	0.8	0	4.4	22.4	-1.0	26	-1.0	30.8	47.2	-1.0	25.2	6.4	38.4	8.4	-1.0	39.2	30.4	10	23.6	17.6	8.4	-1.0	16.8
0.8	2	4.4	0	18	31.2	27.2	-1.0	12.4	35.2	28	22.4	30.8	14.8	10	40	-1.0	47.6	20.8	12	-1.0	16.8	37.2	21.6
31.6	21.2	22.4	18	0	20.4	0.8	44	40.4	-1.0	39.2	36.8	-1.0	25.2	35.2	18.4	-1.0	-1.0	23.2	41.6	-1.0	13.2	-1.0	37.6
-1.0	-1.0	-1.0	31.2	20.4	0	8.8	-1.0	42	-1.0	-1.0	46.8	-1.0	-1.0	-1.0	-1.0	38.8	-1.0	-1.0	43.6	-1.0	-1.0	-1.0	-1.0
-1.0	30	26	27.2	0.8	8.8	0	24.8	39.2	-1.0	32	36	-1.0	13.6	25.6	12	-1.0	-1.0	12	-1.0	-1.0	7.6	42	12.8
-1.0	-1.0	-1.0	-1.0	44	-1.0	24.8	0	-1.0	-1.0	36	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	10.8	-1.0	-1.0	-1.0	-1.0
9.2	16.8	30.8	12.4	40.4	42	39.2	-1.0	0	-1.0	12.8	-1.0	-1.0	-1.0	5.6	30.8	-1.0	16.8	11.6	11.2	-1.0	11.6	46.4	39.6
27.6	37.2	47.2	35.2	-1.0	-1.0	-1.0	-1.0	-1.0	0	20	1.2	25.6	6.8	-1.0	36.4	10	-1.0	-1.0	32.8	32	-1.0	6.4	32.8
24.4	39.2	-1.0	28	39.2	-1.0	32	36	12.8	20	0	28.4	-1.0	-1.0	43.6	-1.0	-1.0	-1.0	-1.0	22.4	-1.0	-1.0	-1.0	-1.0
32	22.8	25.2	22.4	36.8	46.8	36	-1.0	-1.0	1.2	28.4	0	6.4	10.4	-1.0	39.2	2.4	-1.0	-1.0	35.6	25.2	-1.0	14.4	34.4
37.6	9.2	6.4	30.8	-1.0	-1.0	-1.0	-1.0	-1.0	25.6	-1.0	6.4	0	20.4	-1.0	-1.0	14	-1.0	31.2	-1.0	16.4	16	-1.0	8.4
46	25.2	38.4	14.8	25.2	-1.0	13.6	-1.0	-1.0	6.8	-1.0	10.4	20.4	0	-1.0	8.4	14.4	-1.0	20.8	-1.0	-1.0	20.8	10	15.6
4	6.8	8.4	10	35.2	-1.0	25.6	-1.0	5.6	-1.0	43.6	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0	34	43.6	19.6	41.6	-1.0	45.6
34.4	-1.0	-1.0	40	18.4	-1.0	12	-1.0	30.8	36.4	-1.0	39.2	-1.0	8.4	-1.0	0	-1.0	31.2	5.6	-1.0	-1.0	6.4	4	3.2
40.4	32.4	39.2	-1.0	-1.0	38.8	-1.0	-1.0	-1.0	10	-1.0	2.4	14	14.4	-1.0	-1.0	0	-1.0	-1.0	-1.0	37.6	-1.0	30.4	-1.0
39.2	36	30.4	47.6	-1.0	-1.0	-1.0	-1.0	16.8	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	31.2	-1.0	0	4.8	-1.0	-1.0	3.6	32.8	35.6
26.4	36	10	20.8	23.2	-1.0	12	-1.0	11.6	-1.0	-1.0	-1.0	31.2	20.8	34	5.6	-1.0	4.8	0	22	-1.0	0.8	13.2	6.4
36.8	30.4	23.6	12	41.6	43.6	-1.0	10.8	11.2	32.8	22.4	35.6	-1.0	-1.0	43.6	-1.0	-1.0	-1.0	22	0	-1.0	-1.0	-1.0	44
8.4	2.8	17.6	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	32	-1.0	25.2	16.4	-1.0	19.6	-1.0	37.6	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0
28	23.2	8.4	16.8	13.2	-1.0	7.6	-1.0	11.6	-1.0	-1.0	-1.0	16	20.8	41.6	6.4	-1.0	3.6	0.8	-1.0	-1.0	0	17.6	4
30	-1.0	-1.0	37.2	-1.0	-1.0	42	-1.0	46.4	6.4	-1.0	14.4	-1.0	10	-1.0	4	30.4	32.8	13.2	-1.0	-1.0	17.6	0	4.8
27.2	22.4	16.8	21.6	37.6	-1.0	12.8	-1.0	39.6	32.8	-1.0	34.4	8.4	15.6	45.6	3.2	-1.0	35.6	6.4	44	-1.0	4	4.8	0
