0	1.6	7.6	0.8	31.6	20	23.6	36.4	20.4	24.8	25.2	21.6	35.2	-1.0	13.2	39.6	15.2	-1.0	24	44	-1.0	43.2	26.8	18.4
1.6	0	2	2.8	18.4	21.6	18.8	20.4	16.4	21.2	21.2	32.8	11.2	25.6	14	-1.0	-1.0	30	11.6	18.4	8.4	30.8	35.2	11.2
7.6	2	0	6.8	9.2	14	10.8	14.8	21.2	26.4	26.8	-1.0	14.8	12	8.4	18.8	27.2	16.8	7.2	9.2	-1.0	16.8	24.4	8.4
0.8	2.8	6.8	0	13.6	11.6	13.6	34.8	16.8	30	32	25.2	36.4	22.4	12.8	-1.0	30.4	-1.0	19.2	14	-1.0	35.6	-1.0	26.8
31.6	18.4	9.2	13.6	0	2.8	0.4	22.4	19.2	26.4	28.8	27.6	25.2	8.8	27.2	18.8	40.4	21.2	13.2	9.2	32.4	15.2	34	12.4
20	21.6	14	11.6	2.8	0	2	11.2	24.4	38.4	-1.0	-1.0	-1.0	5.2	32	28.8	-1.0	38.4	10.4	17.2	-1.0	36.4	31.6	33.6
23.6	18.8	10.8	13.6	0.4	2	0	13.2	20.8	20.4	20.8	24.8	22.4	4.4	24.8	37.6	-1.0	19.2	13.6	10.8	34	12.4	30.4	16.8
36.4	20.4	14.8	34.8	22.4	11.2	13.2	0	18.4	35.2	19.6	42.4	-1.0	30.4	-1.0	43.6	-1.0	22.4	12	11.6	-1.0	31.2	40.8	27.2
20.4	16.4	21.2	16.8	19.2	24.4	20.8	18.4	0	32.4	19.6	28	29.6	42.4	6	30.4	-1.0	8	20.4	18.8	-1.0	14.4	21.6	34.4
24.8	21.2	26.4	30	26.4	38.4	20.4	35.2	32.4	0	7.6	1.6	13.6	16.4	-1.0	28.8	18.8	-1.0	24	36.8	-1.0	47.2	4.4	27.6
25.2	21.2	26.8	32	28.8	-1.0	20.8	19.6	19.6	7.6	0	27.6	30.8	18	-1.0	-1.0	-1.0	28.8	25.6	18	-1.0	24.8	19.6	-1.0
21.6	32.8	-1.0	25.2	27.6	-1.0	24.8	42.4	28	1.6	27.6	0	24	-1.0	-1.0	32	6	-1.0	38.4	-1.0	-1.0	-1.0	10.8	18.4
35.2	11.2	14.8	36.4	25.2	-1.0	22.4	-1.0	29.6	13.6	30.8	24	0	21.6	-1.0	45.6	-1.0	-1.0	46.4	-1.0	9.6	36.4	-1.0	23.2
-1.0	25.6	12	22.4	8.8	5.2	4.4	30.4	42.4	16.4	18	-1.0	21.6	0	-1.0	8.4	-1.0	22.4	12.4	36	-1.0	8.8	24.4	11.6
13.2	14	8.4	12.8	27.2	32	24.8	-1.0	6	-1.0	-1.0	-1.0	-1.0	-1.0	0	-1.0	40	46.4	13.6	11.2	14.4	-1.0	-1.0	-1.0
39.6	-1.0	18.8	-1.0	18.8	28.8	37.6	43.6	30.4	28.8	-1.0	32	45.6	8.4	-1.0	0	37.6	24	25.6	27.6	-1.0	26.4	5.6	11.6
15.2	-1.0	27.2	30.4	40.4	-1.0	-1.0	-1.0	-1.0	18.8	-1.0	6	-1.0	-1.0	40	37.6	0	-1.0	33.2	-1.0	-1.0	-1.0	-1.0	28.4
-1.0	30	16.8	-1.0	21.2	38.4	19.2	22.4	8	-1.0	28.8	-1.0	-1.0	22.4	46.4	24	-1.0	0	6.4	14	-1.0	2	20.8	18.8
24	11.6	7.2	19.2	13.2	10.4	13.6	12	20.4	24	25.6	38.4	46.4	12.4	13.6	25.6	33.2	6.4	0	12.4	-1.0	2.4	19.2	8
44	18.4	9.2	14	9.2	17.2	10.8	11.6	18.8	36.8	18	-1.0	-1.0	36	11.2	27.6	-1.0	14	12.4	0	-1.0	24.8	37.2	30.8
-1.0	8.4	-1.0	-1.0	32.4	-1.0	34	-1.0	-1.0	-1.0	-1.0	-1.0	9.6	-1.0	14.4	-1.0	-1.0	-1.0	-1.0	-1.0	0	-1.0	-1.0	-1.0
43.2	30.8	16.8	35.6	15.2	36.4	12.4	31.2	14.4	47.2	24.8	-1.0	36.4	8.8	-1.0	26.4	-1.0	2	2.4	24.8	-1.0	0	30.4	4
26.8	35.2	24.4	-1.0	34	31.6	30.4	40.8	21.6	4.4	19.6	10.8	-1.0	24.4	-1.0	5.6	-1.0	20.8	19.2	37.2	-1.0	30.4	0	6
18.4	11.2	8.4	26.8	12.4	33.6	16.8	27.2	34.4	27.6	-1.0	18.4	23.2	11.6	-1.0	11.6	28.4	18.8	8	30.8	-1.0	4	6	0
