#WindowWidth (s)	Efficiency
0.4	0.16875
0.8	0.18125
1.2	0.2
1.6	0.2125
2	0.24375
2.4	0.25625
2.8	0.28125
3.2	0.29375
3.6	0.33125
4	0.3375
4.4	0.35625
4.8	0.375
5.2	0.4125
5.6	0.41875
6	0.45
6.4	0.4625
6.8	0.5
7.2	0.50625
7.6	0.54375
8	0.5375
8.4	0.575
8.8	0.56875
9.2	0.6
9.6	0.63125
10	0.65625
10.4	0.65
10.8	0.66875
11.2	0.675
11.6	0.69375
12	0.68125
12.4	0.69375
12.8	0.70625
13.2	0.7125
13.6	0.74375
14	0.7375
14.4	0.7625
14.8	0.76875
15.2	0.7875
15.6	0.8125
16	0.825
16.4	0.8375
16.8	0.84375
17.2	0.85625
17.6	0.85625
18	0.8625
18.4	0.8625
18.8	0.84375
19.2	0.8625
19.6	0.8625
20	0.86875
20.4	0.90625
20.8	0.89375
21.2	0.925
21.6	0.925
22	0.95
22.4	0.9625
22.8	0.9625
23.2	0.96875
23.6	0.96875
24	0.96875
24.4	0.95
24.8	0.95
25.2	0.95
25.6	0.95
26	0.95
26.4	0.95625
26.8	0.95625
27.2	0.9625
27.6	0.95625
28	0.95625
28.4	0.96875
28.8	0.9625
29.2	0.95
29.6	0.94375
30	0.925
30.4	0.925
30.8	0.925
31.2	0.91875
31.6	0.90625
32	0.9
32.4	0.9125
32.8	0.9
33.2	0.9
33.6	0.9
34	0.9125
34.4	0.91875
34.8	0.925
35.2	0.9125
35.6	0.93125
36	0.93125
36.4	0.93125
36.8	0.93125
37.2	0.93125
37.6	0.94375
38	0.95
38.4	0.95
38.8	0.95
39.2	0.96875
39.6	0.96875
40	0.98125
40.4	0.96875
40.8	0.96875
41.2	0.96875
41.6	0.96875
42	0.96875
42.4	0.96875
42.8	0.975
43.2	0.975
43.6	0.98125
44	0.98125
44.4	0.98125
44.8	0.9875
45.2	0.99375
45.6	1
46	1
46.4	1
46.8	1
47.2	1
47.6	1
48	1
