#WindowWidth (s)	Efficiency
0.4	0.06875
0.8	0.0875
1.2	0.1125
1.6	0.13125
2	0.19375
2.4	0.21875
2.8	0.2125
3.2	0.2125
3.6	0.25
4	0.24375
4.4	0.26875
4.8	0.28125
5.2	0.325
5.6	0.34375
6	0.39375
6.4	0.4
6.8	0.425
7.2	0.41875
7.6	0.41875
8	0.46875
8.4	0.5
8.8	0.5
9.2	0.49375
9.6	0.5
10	0.4875
10.4	0.4875
10.8	0.45625
11.2	0.49375
11.6	0.48125
12	0.5
12.4	0.50625
12.8	0.51875
13.2	0.51875
13.6	0.5375
14	0.55
14.4	0.5375
14.8	0.55
15.2	0.54375
15.6	0.525
16	0.54375
16.4	0.55
16.8	0.55
17.2	0.55
17.6	0.56875
18	0.56875
18.4	0.575
18.8	0.575
19.2	0.58125
19.6	0.58125
20	0.5625
20.4	0.575
20.8	0.59375
21.2	0.5875
21.6	0.59375
22	0.5625
22.4	0.55625
22.8	0.5625
23.2	0.5625
23.6	0.56875
24	0.56875
24.4	0.56875
24.8	0.55625
25.2	0.5625
25.6	0.5875
26	0.59375
26.4	0.60625
26.8	0.6125
27.2	0.625
27.6	0.6125
28	0.625
28.4	0.625
28.8	0.63125
29.2	0.6375
29.6	0.65
30	0.6375
30.4	0.6625
30.8	0.69375
31.2	0.7125
31.6	0.71875
32	0.71875
32.4	0.71875
32.8	0.71875
33.2	0.7375
33.6	0.7375
34	0.7625
34.4	0.75
34.8	0.75
35.2	0.7625
35.6	0.7625
36	0.775
36.4	0.8
36.8	0.79375
37.2	0.81875
37.6	0.83125
38	0.8625
38.4	0.8875
38.8	0.89375
39.2	0.8875
39.6	0.8875
40	0.9
40.4	0.9
40.8	0.9
41.2	0.9
41.6	0.90625
42	0.9
42.4	0.9
42.8	0.89375
43.2	0.89375
43.6	0.8875
44	0.88125
44.4	0.8875
44.8	0.88125
45.2	0.88125
45.6	0.88125
46	0.875
46.4	0.89375
46.8	0.89375
47.2	0.9
47.6	0.9
48	0.90625
