#WindowWidth (s)	Efficiency
0.4	0.09375
0.8	0.0625
1.2	0.06875
1.6	0.05
2	0.08125
2.4	0.0875
2.8	0.0875
3.2	0.1125
3.6	0.10625
4	0.125
4.4	0.14375
4.8	0.15
5.2	0.16875
5.6	0.1875
6	0.19375
6.4	0.21875
6.8	0.21875
7.2	0.23125
7.6	0.25
8	0.2625
8.4	0.275
8.8	0.2875
9.2	0.29375
9.6	0.3
10	0.3125
10.4	0.3125
10.8	0.33125
11.2	0.3375
11.6	0.3375
12	0.33125
12.4	0.33125
12.8	0.33125
13.2	0.3375
13.6	0.35
14	0.35625
14.4	0.36875
14.8	0.36875
15.2	0.38125
15.6	0.3875
16	0.3875
16.4	0.38125
16.8	0.3875
17.2	0.39375
17.6	0.3875
18	0.38125
18.4	0.4
18.8	0.40625
19.2	0.4
19.6	0.4
20	0.40625
20.4	0.40625
20.8	0.41875
21.2	0.43125
21.6	0.425
22	0.44375
22.4	0.45
22.8	0.4625
23.2	0.475
23.6	0.4875
24	0.49375
24.4	0.5125
24.8	0.5125
25.2	0.53125
25.6	0.5375
26	0.55625
26.4	0.55
26.8	0.5625
27.2	0.55
27.6	0.5625
28	0.55625
28.4	0.56875
28.8	0.56875
29.2	0.5875
29.6	0.5875
30	0.59375
30.4	0.6
30.8	0.59375
31.2	0.5875
31.6	0.5875
32	0.58125
32.4	0.5625
32.8	0.55625
33.2	0.56875
33.6	0.5625
34	0.56875
34.4	0.56875
34.8	0.58125
35.2	0.5875
35.6	0.6125
36	0.61875
36.4	0.63125
36.8	0.64375
37.2	0.65
37.6	0.65625
38	0.66875
38.4	0.66875
38.8	0.68125
39.2	0.6875
39.6	0.69375
40	0.7
40.4	0.70625
40.8	0.7125
41.2	0.7125
41.6	0.725
42	0.73125
42.4	0.7375
42.8	0.7375
43.2	0.75
43.6	0.75
44	0.75625
44.4	0.74375
44.8	0.75
45.2	0.75
45.6	0.75
46	0.74375
46.4	0.75
46.8	0.74375
47.2	0.75
47.6	0.75625
48	0.7625
