#WindowWidth (s)	Efficiency
0.4	0.0875
0.8	0.0875
1.2	0.0375
1.6	0.04375
2	0.0375
2.4	0.06875
2.8	0.0625
3.2	0.06875
3.6	0.075
4	0.06875
4.4	0.075
4.8	0.08125
5.2	0.10625
5.6	0.1125
6	0.1375
6.4	0.1625
6.8	0.18125
7.2	0.1875
7.6	0.2125
8	0.21875
8.4	0.2375
8.8	0.25625
9.2	0.28125
9.6	0.30625
10	0.33125
10.4	0.35
10.8	0.35
11.2	0.38125
11.6	0.40625
12	0.4125
12.4	0.43125
12.8	0.4375
13.2	0.44375
13.6	0.45625
14	0.46875
14.4	0.46875
14.8	0.48125
15.2	0.49375
15.6	0.50625
16	0.50625
16.4	0.5125
16.8	0.53125
17.2	0.525
17.6	0.54375
18	0.5375
18.4	0.5375
18.8	0.55625
19.2	0.5625
19.6	0.56875
20	0.5875
20.4	0.58125
20.8	0.5875
21.2	0.59375
21.6	0.59375
22	0.59375
22.4	0.6
22.8	0.59375
23.2	0.59375
23.6	0.59375
24	0.6
24.4	0.60625
24.8	0.63125
25.2	0.65
25.6	0.65625
26	0.6625
26.4	0.675
26.8	0.68125
27.2	0.7
27.6	0.7
28	0.725
28.4	0.725
28.8	0.73125
29.2	0.7375
29.6	0.7375
30	0.7375
30.4	0.73125
30.8	0.73125
31.2	0.7375
31.6	0.75625
32	0.7375
32.4	0.73125
32.8	0.725
33.2	0.73125
33.6	0.7375
34	0.73125
34.4	0.725
34.8	0.74375
35.2	0.74375
35.6	0.7625
36	0.7625
36.4	0.78125
36.8	0.8
37.2	0.8
37.6	0.8125
38	0.84375
38.4	0.86875
38.8	0.8875
39.2	0.9
39.6	0.9
40	0.91875
40.4	0.91875
40.8	0.925
41.2	0.93125
41.6	0.9375
42	0.94375
42.4	0.95
42.8	0.95625
43.2	0.95625
43.6	0.96875
44	0.96875
44.4	0.96875
44.8	0.9625
45.2	0.98125
45.6	0.99375
46	0.99375
46.4	1
46.8	1
47.2	1
47.6	0.99375
48	1
