#WindowWidth (s)	Efficiency
0.4	0.00625
0.8	0.00625
1.2	0.00625
1.6	0
2	0
2.4	0.00625
2.8	0.01875
3.2	0.025
3.6	0.04375
4	0.04375
4.4	0.05
4.8	0.05625
5.2	0.075
5.6	0.075
6	0.10625
6.4	0.14375
6.8	0.14375
7.2	0.1625
7.6	0.16875
8	0.175
8.4	0.1875
8.8	0.20625
9.2	0.2125
9.6	0.21875
10	0.23125
10.4	0.25
10.8	0.25
11.2	0.26875
11.6	0.28125
12	0.28125
12.4	0.2875
12.8	0.3125
13.2	0.29375
13.6	0.31875
14	0.33125
14.4	0.3375
14.8	0.34375
15.2	0.325
15.6	0.31875
16	0.31875
16.4	0.325
16.8	0.35625
17.2	0.35625
17.6	0.35
18	0.35625
18.4	0.375
18.8	0.38125
19.2	0.38125
19.6	0.3875
20	0.4
20.4	0.40625
20.8	0.41875
21.2	0.41875
21.6	0.41875
22	0.4375
22.4	0.43125
22.8	0.44375
23.2	0.44375
23.6	0.45625
24	0.45625
24.4	0.4625
24.8	0.46875
25.2	0.4875
25.6	0.4875
26	0.48125
26.4	0.48125
26.8	0.49375
27.2	0.50625
27.6	0.50625
28	0.49375
28.4	0.49375
28.8	0.46875
29.2	0.475
29.6	0.48125
30	0.4875
30.4	0.49375
30.8	0.5
31.2	0.50625
31.6	0.5125
32	0.51875
32.4	0.525
32.8	0.53125
33.2	0.54375
33.6	0.54375
34	0.55625
34.4	0.55625
34.8	0.56875
35.2	0.575
35.6	0.58125
36	0.5875
36.4	0.5875
36.8	0.59375
37.2	0.6
37.6	0.60625
38	0.6125
38.4	0.61875
38.8	0.625
39.2	0.63125
39.6	0.6375
40	0.64375
40.4	0.65
40.8	0.65625
41.2	0.6625
41.6	0.66875
42	0.675
42.4	0.675
42.8	0.6875
43.2	0.6875
43.6	0.69375
44	0.7
44.4	0.7
44.8	0.70625
45.2	0.71875
45.6	0.71875
46	0.725
46.4	0.7375
46.8	0.75625
47.2	0.75625
47.6	0.75625
48	0.7625
