#WindowWidth (s)	Efficiency
0.4	0.06875
0.8	0.00625
1.2	0.05
1.6	0.0625
2	0.0625
2.4	0.1
2.8	0.08125
3.2	0.0875
3.6	0.0875
4	0.09375
4.4	0.1125
4.8	0.125
5.2	0.13125
5.6	0.125
6	0.15
6.4	0.1625
6.8	0.2
7.2	0.2125
7.6	0.24375
8	0.26875
8.4	0.2875
8.8	0.3
9.2	0.33125
9.6	0.35
10	0.38125
10.4	0.4125
10.8	0.425
11.2	0.43125
11.6	0.43125
12	0.43125
12.4	0.44375
12.8	0.45
13.2	0.44375
13.6	0.4625
14	0.4625
14.4	0.45625
14.8	0.45
15.2	0.45625
15.6	0.475
16	0.46875
16.4	0.475
16.8	0.475
17.2	0.475
17.6	0.475
18	0.48125
18.4	0.50625
18.8	0.49375
19.2	0.4875
19.6	0.5125
20	0.50625
20.4	0.525
20.8	0.51875
21.2	0.53125
21.6	0.54375
22	0.5375
22.4	0.55
22.8	0.5375
23.2	0.54375
23.6	0.55625
24	0.55
24.4	0.5625
24.8	0.55625
25.2	0.55625
25.6	0.5625
26	0.55625
26.4	0.55625
26.8	0.55625
27.2	0.55625
27.6	0.55625
28	0.5625
28.4	0.55625
28.8	0.56875
29.2	0.5625
29.6	0.5625
30	0.56875
30.4	0.55625
30.8	0.5625
31.2	0.55625
31.6	0.5625
32	0.5625
32.4	0.575
32.8	0.56875
33.2	0.575
33.6	0.59375
34	0.6125
34.4	0.61875
34.8	0.63125
35.2	0.625
35.6	0.63125
36	0.6375
36.4	0.64375
36.8	0.65
37.2	0.6625
37.6	0.675
38	0.68125
38.4	0.6875
38.8	0.69375
39.2	0.69375
39.6	0.7
40	0.69375
40.4	0.7
40.8	0.70625
41.2	0.7125
41.6	0.7125
42	0.7375
42.4	0.75
42.8	0.7625
43.2	0.75625
43.6	0.775
44	0.78125
44.4	0.775
44.8	0.8
45.2	0.80625
45.6	0.8
46	0.80625
46.4	0.8125
46.8	0.8125
47.2	0.81875
47.6	0.83125
48	0.8375
