#WindowWidth (s)	Efficiency
0.4	0.025
0.8	0.025
1.2	0.0125
1.6	0.025
2	0.01875
2.4	0.01875
2.8	0.00625
3.2	0
3.6	0
4	0
4.4	0.0125
4.8	0.025
5.2	0.04375
5.6	0.06875
6	0.0875
6.4	0.10625
6.8	0.1
7.2	0.1125
7.6	0.13125
8	0.15625
8.4	0.18125
8.8	0.19375
9.2	0.2
9.6	0.21875
10	0.2125
10.4	0.225
10.8	0.23125
11.2	0.2375
11.6	0.2625
12	0.28125
12.4	0.2875
12.8	0.3
13.2	0.31875
13.6	0.34375
14	0.3625
14.4	0.35625
14.8	0.34375
15.2	0.35
15.6	0.36875
16	0.38125
16.4	0.3875
16.8	0.40625
17.2	0.4125
17.6	0.41875
18	0.41875
18.4	0.41875
18.8	0.43125
19.2	0.43125
19.6	0.4375
20	0.45
20.4	0.46875
20.8	0.4875
21.2	0.49375
21.6	0.50625
22	0.5125
22.4	0.5125
22.8	0.51875
23.2	0.525
23.6	0.53125
24	0.525
24.4	0.5125
24.8	0.50625
25.2	0.50625
25.6	0.5125
26	0.50625
26.4	0.50625
26.8	0.53125
27.2	0.525
27.6	0.5375
28	0.55
28.4	0.5625
28.8	0.56875
29.2	0.575
29.6	0.5875
30	0.6
30.4	0.6125
30.8	0.625
31.2	0.61875
31.6	0.6625
32	0.65625
32.4	0.6625
32.8	0.675
33.2	0.675
33.6	0.70625
34	0.71875
34.4	0.74375
34.8	0.75625
35.2	0.76875
35.6	0.78125
36	0.825
36.4	0.83125
36.8	0.8375
37.2	0.8375
37.6	0.84375
38	0.85
38.4	0.85625
38.8	0.85625
39.2	0.875
39.6	0.88125
40	0.89375
40.4	0.8875
40.8	0.89375
41.2	0.89375
41.6	0.9
42	0.88125
42.4	0.88125
42.8	0.89375
43.2	0.89375
43.6	0.91875
44	0.9125
44.4	0.9125
44.8	0.91875
45.2	0.93125
45.6	0.925
46	0.925
46.4	0.94375
46.8	0.95
47.2	0.95625
47.6	0.96875
48	0.98125
