#WindowWidth (s)	Efficiency
0.4	0.11875
0.8	0.1
1.2	0.0875
1.6	0.0625
2	0.075
2.4	0.075
2.8	0.0875
3.2	0.09375
3.6	0.11875
4	0.11875
4.4	0.1625
4.8	0.18125
5.2	0.1875
5.6	0.19375
6	0.20625
6.4	0.2125
6.8	0.225
7.2	0.2375
7.6	0.25
8	0.25
8.4	0.25625
8.8	0.2625
9.2	0.26875
9.6	0.2875
10	0.3
10.4	0.3125
10.8	0.31875
11.2	0.33125
11.6	0.3375
12	0.3625
12.4	0.375
12.8	0.38125
13.2	0.40625
13.6	0.44375
14	0.45
14.4	0.44375
14.8	0.45625
15.2	0.4625
15.6	0.46875
16	0.475
16.4	0.48125
16.8	0.4875
17.2	0.4875
17.6	0.50625
18	0.51875
18.4	0.5375
18.8	0.5625
19.2	0.5625
19.6	0.56875
20	0.55625
20.4	0.55
20.8	0.5625
21.2	0.5625
21.6	0.56875
22	0.575
22.4	0.58125
22.8	0.58125
23.2	0.6
23.6	0.60625
24	0.61875
24.4	0.6375
24.8	0.6375
25.2	0.65
25.6	0.65625
26	0.6625
26.4	0.65625
26.8	0.65625
27.2	0.65
27.6	0.65625
28	0.64375
28.4	0.65
28.8	0.65
29.2	0.65625
29.6	0.65
30	0.6625
30.4	0.65625
30.8	0.65625
31.2	0.65
31.6	0.65
32	0.64375
32.4	0.63125
32.8	0.6375
33.2	0.64375
33.6	0.65
34	0.65625
34.4	0.6625
34.8	0.6625
35.2	0.675
35.6	0.6875
36	0.69375
36.4	0.70625
36.8	0.70625
37.2	0.7125
37.6	0.725
38	0.71875
38.4	0.7375
38.8	0.73125
39.2	0.7375
39.6	0.7375
40	0.74375
40.4	0.74375
40.8	0.7625
41.2	0.76875
41.6	0.76875
42	0.76875
42.4	0.76875
42.8	0.775
43.2	0.775
43.6	0.7875
44	0.7875
44.4	0.79375
44.8	0.8
45.2	0.80625
45.6	0.81875
46	0.81875
46.4	0.825
46.8	0.825
47.2	0.83125
47.6	0.83125
48	0.8375
