#WindowWidth (s)	Efficiency
0.4	0.04375
0.8	0.0375
1.2	0.04375
1.6	0.05
2	0.0625
2.4	0.05625
2.8	0.04375
3.2	0.05625
3.6	0.0375
4	0.05625
4.4	0.0625
4.8	0.08125
5.2	0.0875
5.6	0.1125
6	0.13125
6.4	0.15
6.8	0.15625
7.2	0.16875
7.6	0.16875
8	0.16875
8.4	0.19375
8.8	0.2
9.2	0.225
9.6	0.23125
10	0.2375
10.4	0.24375
10.8	0.25
11.2	0.28125
11.6	0.26875
12	0.28125
12.4	0.275
12.8	0.29375
13.2	0.2875
13.6	0.30625
14	0.29375
14.4	0.30625
14.8	0.31875
15.2	0.33125
15.6	0.33125
16	0.33125
16.4	0.34375
16.8	0.35625
17.2	0.35625
17.6	0.3625
18	0.3625
18.4	0.36875
18.8	0.36875
19.2	0.38125
19.6	0.38125
20	0.39375
20.4	0.39375
20.8	0.40625
21.2	0.40625
21.6	0.41875
22	0.41875
22.4	0.425
22.8	0.43125
23.2	0.4375
23.6	0.4375
24	0.44375
24.4	0.44375
24.8	0.44375
25.2	0.44375
25.6	0.44375
26	0.45625
26.4	0.45
26.8	0.4625
27.2	0.48125
27.6	0.4875
28	0.5
28.4	0.5
28.8	0.5125
29.2	0.51875
29.6	0.53125
30	0.55
30.4	0.5625
30.8	0.55625
31.2	0.56875
31.6	0.58125
32	0.59375
32.4	0.5875
32.8	0.6
33.2	0.60625
33.6	0.64375
34	0.63125
34.4	0.6375
34.8	0.61875
35.2	0.6375
35.6	0.6375
36	0.64375
36.4	0.6375
36.8	0.6375
37.2	0.64375
37.6	0.64375
38	0.64375
38.4	0.6625
38.8	0.675
39.2	0.6875
39.6	0.7
40	0.69375
40.4	0.70625
40.8	0.71875
41.2	0.73125
41.6	0.74375
42	0.7625
42.4	0.76875
42.8	0.78125
43.2	0.79375
43.6	0.80625
44	0.825
44.4	0.8375
44.8	0.8375
45.2	0.8375
45.6	0.84375
46	0.85
46.4	0.8625
46.8	0.85625
47.2	0.86875
47.6	0.875
48	0.88125
