#WindowWidth (s)	Efficiency
0.4	0.35
0.8	0.43125
1.2	0.4
1.6	0.39375
2	0.36875
2.4	0.375
2.8	0.34375
3.2	0.38125
3.6	0.3625
4	0.4125
4.4	0.41875
4.8	0.43125
5.2	0.44375
5.6	0.4875
6	0.475
6.4	0.5125
6.8	0.4875
7.2	0.53125
7.6	0.51875
8	0.5375
8.4	0.51875
8.8	0.55625
9.2	0.56875
9.6	0.59375
10	0.6125
10.4	0.6
10.8	0.6125
11.2	0.625
11.6	0.625
12	0.63125
12.4	0.61875
12.8	0.60625
13.2	0.6
13.6	0.59375
14	0.60625
14.4	0.60625
14.8	0.6125
15.2	0.625
15.6	0.625
16	0.64375
16.4	0.63125
16.8	0.6625
17.2	0.66875
17.6	0.68125
18	0.68125
18.4	0.68125
18.8	0.6875
19.2	0.70625
19.6	0.69375
20	0.7
20.4	0.70625
20.8	0.70625
21.2	0.69375
21.6	0.6875
22	0.71875
22.4	0.71875
22.8	0.7375
23.2	0.7125
23.6	0.725
24	0.73125
24.4	0.75
24.8	0.74375
25.2	0.74375
25.6	0.75
26	0.75625
26.4	0.76875
26.8	0.775
27.2	0.78125
27.6	0.775
28	0.78125
28.4	0.79375
28.8	0.7875
29.2	0.79375
29.6	0.8
30	0.78125
30.4	0.7875
30.8	0.7875
31.2	0.7875
31.6	0.7875
32	0.775
32.4	0.775
32.8	0.76875
33.2	0.79375
33.6	0.79375
34	0.79375
34.4	0.7875
34.8	0.7875
35.2	0.7875
35.6	0.7875
36	0.7875
36.4	0.775
36.8	0.79375
37.2	0.79375
37.6	0.80625
38	0.8
38.4	0.7875
38.8	0.79375
39.2	0.80625
39.6	0.80625
40	0.80625
40.4	0.80625
40.8	0.80625
41.2	0.80625
41.6	0.80625
42	0.8125
42.4	0.8125
42.8	0.8125
43.2	0.81875
43.6	0.81875
44	0.81875
44.4	0.825
44.8	0.825
45.2	0.83125
45.6	0.83125
46	0.8375
46.4	0.8375
46.8	0.84375
47.2	0.84375
47.6	0.85
48	0.85
