#WindowWidth (s)	Efficiency
0.4	0.075
0.8	0.0375
1.2	0.025
1.6	0.03125
2	0.0375
2.4	0.05
2.8	0.04375
3.2	0.05
3.6	0.04375
4	0.0625
4.4	0.06875
4.8	0.08125
5.2	0.08125
5.6	0.09375
6	0.10625
6.4	0.1125
6.8	0.11875
7.2	0.1375
7.6	0.1625
8	0.175
8.4	0.2
8.8	0.2125
9.2	0.23125
9.6	0.25
10	0.2625
10.4	0.275
10.8	0.2875
11.2	0.325
11.6	0.3375
12	0.35625
12.4	0.38125
12.8	0.3875
13.2	0.3875
13.6	0.3875
14	0.40625
14.4	0.4125
14.8	0.425
15.2	0.44375
15.6	0.4375
16	0.425
16.4	0.44375
16.8	0.44375
17.2	0.48125
17.6	0.45625
18	0.4625
18.4	0.45625
18.8	0.475
19.2	0.475
19.6	0.4875
20	0.475
20.4	0.46875
20.8	0.46875
21.2	0.48125
21.6	0.4875
22	0.50625
22.4	0.50625
22.8	0.5125
23.2	0.5125
23.6	0.5125
24	0.525
24.4	0.5375
24.8	0.5375
25.2	0.55
25.6	0.55
26	0.56875
26.4	0.575
26.8	0.58125
27.2	0.575
27.6	0.58125
28	0.5625
28.4	0.56875
28.8	0.5625
29.2	0.5625
29.6	0.5625
30	0.575
30.4	0.575
30.8	0.5875
31.2	0.5875
31.6	0.59375
32	0.6
32.4	0.60625
32.8	0.61875
33.2	0.63125
33.6	0.64375
34	0.65625
34.4	0.64375
34.8	0.65625
35.2	0.65625
35.6	0.66875
36	0.66875
36.4	0.68125
36.8	0.6875
37.2	0.69375
37.6	0.7
38	0.70625
38.4	0.7125
38.8	0.7125
39.2	0.725
39.6	0.725
40	0.73125
40.4	0.7375
40.8	0.7375
41.2	0.75
41.6	0.75625
42	0.7625
42.4	0.76875
42.8	0.78125
43.2	0.78125
43.6	0.7875
44	0.7875
44.4	0.8
44.8	0.8
45.2	0.8125
45.6	0.825
46	0.83125
46.4	0.83125
46.8	0.8375
47.2	0.8375
47.6	0.84375
48	0.84375
