#WindowWidth (s)	Efficiency
0.4	0.01875
0.8	0.0375
1.2	0.04375
1.6	0.04375
2	0.05
2.4	0.05625
2.8	0.0625
3.2	0.075
3.6	0.08125
4	0.0875
4.4	0.10625
4.8	0.1125
5.2	0.13125
5.6	0.1375
6	0.14375
6.4	0.16875
6.8	0.18125
7.2	0.2
7.6	0.2125
8	0.21875
8.4	0.2375
8.8	0.2625
9.2	0.28125
9.6	0.2875
10	0.3
10.4	0.33125
10.8	0.35
11.2	0.36875
11.6	0.36875
12	0.38125
12.4	0.39375
12.8	0.4125
13.2	0.41875
13.6	0.425
14	0.425
14.4	0.44375
14.8	0.45
15.2	0.45
15.6	0.46875
16	0.475
16.4	0.4875
16.8	0.49375
17.2	0.50625
17.6	0.51875
18	0.53125
18.4	0.5375
18.8	0.55625
19.2	0.55625
19.6	0.575
20	0.58125
20.4	0.6
20.8	0.60625
21.2	0.63125
21.6	0.64375
22	0.65625
22.4	0.65625
22.8	0.6625
23.2	0.66875
23.6	0.66875
24	0.675
24.4	0.675
24.8	0.675
25.2	0.68125
25.6	0.6875
26	0.6875
26.4	0.69375
26.8	0.69375
27.2	0.7
27.6	0.7
28	0.70625
28.4	0.70625
28.8	0.7125
29.2	0.7125
29.6	0.71875
30	0.70625
30.4	0.7125
30.8	0.71875
31.2	0.7
31.6	0.7
32	0.69375
32.4	0.6875
32.8	0.6875
33.2	0.6875
33.6	0.675
34	0.69375
34.4	0.7
34.8	0.70625
35.2	0.71875
35.6	0.725
36	0.73125
36.4	0.7375
36.8	0.74375
37.2	0.75
37.6	0.75625
38	0.7625
38.4	0.76875
38.8	0.78125
39.2	0.79375
39.6	0.8
40	0.8
40.4	0.80625
40.8	0.80625
41.2	0.80625
41.6	0.8125
42	0.8125
42.4	0.81875
42.8	0.81875
43.2	0.825
43.6	0.81875
44	0.83125
44.4	0.83125
44.8	0.8375
45.2	0.8375
45.6	0.84375
46	0.84375
46.4	0.85
46.8	0.85
47.2	0.85625
47.6	0.85625
48	0.8625
