#WindowWidth (s)	Efficiency
0.4	0.075
0.8	0.075
1.2	0.08125
1.6	0.08125
2	0.1125
2.4	0.1
2.8	0.1125
3.2	0.1
3.6	0.1125
4	0.125
4.4	0.1375
4.8	0.15
5.2	0.15625
5.6	0.1625
6	0.16875
6.4	0.175
6.8	0.2
7.2	0.20625
7.6	0.23125
8	0.25
8.4	0.25
8.8	0.26875
9.2	0.3
9.6	0.3125
10	0.3375
10.4	0.34375
10.8	0.35625
11.2	0.36875
11.6	0.38125
12	0.3875
12.4	0.40625
12.8	0.4
13.2	0.41875
13.6	0.4125
14	0.44375
14.4	0.44375
14.8	0.46875
15.2	0.475
15.6	0.49375
16	0.50625
16.4	0.5125
16.8	0.50625
17.2	0.525
17.6	0.51875
18	0.53125
18.4	0.54375
18.8	0.55
19.2	0.55
19.6	0.5625
20	0.56875
20.4	0.575
20.8	0.59375
21.2	0.59375
21.6	0.59375
22	0.59375
22.4	0.6125
22.8	0.61875
23.2	0.625
23.6	0.61875
24	0.61875
24.4	0.60625
24.8	0.60625
25.2	0.6125
25.6	0.6
26	0.6125
26.4	0.60625
26.8	0.6125
27.2	0.6
27.6	0.60625
28	0.6125
28.4	0.625
28.8	0.625
29.2	0.625
29.6	0.61875
30	0.6125
30.4	0.61875
30.8	0.625
31.2	0.63125
31.6	0.61875
32	0.6375
32.4	0.6375
32.8	0.6375
33.2	0.63125
33.6	0.6375
34	0.6375
34.4	0.6375
34.8	0.64375
35.2	0.65
35.6	0.65625
36	0.6625
36.4	0.66875
36.8	0.675
37.2	0.68125
37.6	0.6875
38	0.69375
38.4	0.69375
38.8	0.70625
39.2	0.70625
39.6	0.71875
40	0.71875
40.4	0.73125
40.8	0.73125
41.2	0.74375
41.6	0.74375
42	0.75625
42.4	0.75625
42.8	0.76875
43.2	0.76875
43.6	0.775
44	0.78125
44.4	0.7875
44.8	0.79375
45.2	0.8
45.6	0.8
46	0.8125
46.4	0.8125
46.8	0.8125
47.2	0.81875
47.6	0.825
48	0.825
