#WindowWidth (s)	Efficiency
0.4	0.0625
0.8	0.03125
1.2	0.0375
1.6	0.0625
2	0.075
2.4	0.1
2.8	0.1125
3.2	0.13125
3.6	0.1375
4	0.15
4.4	0.18125
4.8	0.175
5.2	0.19375
5.6	0.225
6	0.25
6.4	0.25625
6.8	0.2875
7.2	0.3125
7.6	0.3125
8	0.3375
8.4	0.35
8.8	0.38125
9.2	0.38125
9.6	0.39375
10	0.40625
10.4	0.40625
10.8	0.39375
11.2	0.40625
11.6	0.41875
12	0.41875
12.4	0.43125
12.8	0.4375
13.2	0.44375
13.6	0.44375
14	0.44375
14.4	0.44375
14.8	0.44375
15.2	0.45
15.6	0.45
16	0.45625
16.4	0.4625
16.8	0.4625
17.2	0.46875
17.6	0.475
18	0.48125
18.4	0.48125
18.8	0.48125
19.2	0.4875
19.6	0.48125
20	0.48125
20.4	0.49375
20.8	0.5125
21.2	0.5125
21.6	0.5125
22	0.53125
22.4	0.5375
22.8	0.5375
23.2	0.525
23.6	0.525
24	0.50625
24.4	0.51875
24.8	0.5
25.2	0.51875
25.6	0.53125
26	0.525
26.4	0.53125
26.8	0.55
27.2	0.55625
27.6	0.55625
28	0.575
28.4	0.56875
28.8	0.575
29.2	0.56875
29.6	0.58125
30	0.6
30.4	0.6
30.8	0.625
31.2	0.625
31.6	0.6375
32	0.61875
32.4	0.63125
32.8	0.6375
33.2	0.64375
33.6	0.65
34	0.64375
34.4	0.65
34.8	0.6625
35.2	0.65625
35.6	0.65625
36	0.65625
36.4	0.65
36.8	0.65625
37.2	0.6625
37.6	0.66875
38	0.66875
38.4	0.675
38.8	0.675
39.2	0.6875
39.6	0.68125
40	0.69375
40.4	0.7
40.8	0.70625
41.2	0.7125
41.6	0.7125
42	0.71875
42.4	0.725
42.8	0.725
43.2	0.74375
43.6	0.74375
44	0.75
44.4	0.75625
44.8	0.7625
45.2	0.75625
45.6	0.75625
46	0.7625
46.4	0.7625
46.8	0.7625
47.2	0.7625
47.6	0.7625
48	0.7625
