#WindowWidth (s)	Efficiency
0.4	0.0625
0.8	0.05
1.2	0.08125
1.6	0.1
2	0.10625
2.4	0.10625
2.8	0.10625
3.2	0.15
3.6	0.15625
4	0.1875
4.4	0.18125
4.8	0.2125
5.2	0.2125
5.6	0.23125
6	0.275
6.4	0.29375
6.8	0.3
7.2	0.33125
7.6	0.3375
8	0.35625
8.4	0.36875
8.8	0.38125
9.2	0.39375
9.6	0.40625
10	0.40625
10.4	0.425
10.8	0.4375
11.2	0.45625
11.6	0.45
12	0.46875
12.4	0.46875
12.8	0.4875
13.2	0.4875
13.6	0.4875
14	0.4875
14.4	0.46875
14.8	0.49375
15.2	0.4875
15.6	0.49375
16	0.5
16.4	0.5
16.8	0.51875
17.2	0.53125
17.6	0.54375
18	0.5375
18.4	0.5625
18.8	0.56875
19.2	0.6
19.6	0.5875
20	0.5875
20.4	0.6
20.8	0.6125
21.2	0.625
21.6	0.625
22	0.63125
22.4	0.63125
22.8	0.6375
23.2	0.6375
23.6	0.64375
24	0.64375
24.4	0.65
24.8	0.64375
25.2	0.65
25.6	0.64375
26	0.65
26.4	0.64375
26.8	0.64375
27.2	0.625
27.6	0.625
28	0.6375
28.4	0.63125
28.8	0.65
29.2	0.64375
29.6	0.65625
30	0.65625
30.4	0.65625
30.8	0.65625
31.2	0.66875
31.6	0.65625
32	0.65625
32.4	0.65625
32.8	0.65625
33.2	0.6625
33.6	0.6625
34	0.6625
34.4	0.675
34.8	0.7
35.2	0.7
35.6	0.7125
36	0.725
36.4	0.7125
36.8	0.7125
37.2	0.7
37.6	0.70625
38	0.7
38.4	0.725
38.8	0.7375
39.2	0.7375
39.6	0.74375
40	0.74375
40.4	0.7375
40.8	0.74375
41.2	0.74375
41.6	0.75625
42	0.7625
42.4	0.76875
42.8	0.775
43.2	0.79375
43.6	0.8
44	0.825
44.4	0.825
44.8	0.81875
45.2	0.8375
45.6	0.825
46	0.825
46.4	0.83125
46.8	0.8375
47.2	0.83125
47.6	0.8375
48	0.85
