#WindowWidth (s)	Efficiency
0.4	0.0666667
0.8	0.0541667
1.2	0.0541667
1.6	0.0708333
2	0.0708333
2.4	0.0958333
2.8	0.104167
3.2	0.0916667
3.6	0.116667
4	0.104167
4.4	0.116667
4.8	0.129167
5.2	0.1375
5.6	0.129167
6	0.141667
6.4	0.154167
6.8	0.1625
7.2	0.175
7.6	0.1875
8	0.183333
8.4	0.183333
8.8	0.191667
9.2	0.1875
9.6	0.1875
10	0.1875
10.4	0.195833
10.8	0.195833
11.2	0.204167
11.6	0.208333
12	0.208333
12.4	0.2125
12.8	0.220833
13.2	0.2375
13.6	0.241667
14	0.258333
14.4	0.2875
14.8	0.295833
15.2	0.3
15.6	0.320833
16	0.325
16.4	0.333333
16.8	0.345833
17.2	0.354167
17.6	0.375
18	0.379167
18.4	0.395833
18.8	0.4
19.2	0.408333
19.6	0.425
20	0.429167
20.4	0.4375
20.8	0.4375
21.2	0.433333
21.6	0.433333
22	0.445833
22.4	0.445833
22.8	0.4625
23.2	0.458333
23.6	0.466667
24	0.479167
24.4	0.483333
24.8	0.495833
25.2	0.508333
25.6	0.5125
26	0.520833
26.4	0.533333
26.8	0.554167
27.2	0.558333
27.6	0.570833
28	0.579167
28.4	0.6
28.8	0.608333
29.2	0.616667
29.6	0.620833
30	0.625
30.4	0.629167
30.8	0.633333
31.2	0.6375
31.6	0.645833
32	0.645833
32.4	0.654167
32.8	0.654167
33.2	0.658333
33.6	0.6625
34	0.670833
34.4	0.679167
34.8	0.679167
35.2	0.679167
35.6	0.691667
36	0.6875
36.4	0.704167
36.8	0.704167
37.2	0.7125
37.6	0.720833
38	0.729167
38.4	0.725
38.8	0.741667
39.2	0.7375
39.6	0.754167
40	0.75
40.4	0.7625
40.8	0.7625
41.2	0.7875
41.6	0.775
42	0.779167
42.4	0.783333
42.8	0.775
43.2	0.7875
43.6	0.791667
44	0.795833
44.4	0.8
44.8	0.8
45.2	0.8125
45.6	0.8125
46	0.825
46.4	0.820833
46.8	0.825
47.2	0.8375
47.6	0.85
48	0.85
