#WindowWidth (s)	Efficiency
0.4	0.0875
0.8	0.0916667
1.2	0.1375
1.6	0.1375
2	0.158333
2.4	0.15
2.8	0.183333
3.2	0.183333
3.6	0.220833
4	0.216667
4.4	0.216667
4.8	0.208333
5.2	0.216667
5.6	0.204167
6	0.220833
6.4	0.225
6.8	0.233333
7.2	0.220833
7.6	0.2125
8	0.220833
8.4	0.2125
8.8	0.216667
9.2	0.216667
9.6	0.216667
10	0.2125
10.4	0.2125
10.8	0.241667
11.2	0.245833
11.6	0.2875
12	0.2875
12.4	0.291667
12.8	0.291667
13.2	0.3
13.6	0.270833
14	0.304167
14.4	0.295833
14.8	0.308333
15.2	0.325
15.6	0.325
16	0.333333
16.4	0.35
16.8	0.341667
17.2	0.3375
17.6	0.345833
18	0.333333
18.4	0.333333
18.8	0.354167
19.2	0.358333
19.6	0.354167
20	0.3625
20.4	0.35
20.8	0.366667
21.2	0.366667
21.6	0.383333
22	0.391667
22.4	0.391667
22.8	0.391667
23.2	0.3875
23.6	0.375
24	0.379167
24.4	0.395833
24.8	0.3875
25.2	0.391667
25.6	0.404167
26	0.408333
26.4	0.425
26.8	0.425
27.2	0.4125
27.6	0.420833
28	0.4125
28.4	0.425
28.8	0.433333
29.2	0.429167
29.6	0.4375
30	0.4375
30.4	0.445833
30.8	0.45
31.2	0.454167
31.6	0.4375
32	0.466667
32.4	0.466667
32.8	0.470833
33.2	0.483333
33.6	0.5
34	0.529167
34.4	0.525
34.8	0.541667
35.2	0.558333
35.6	0.554167
36	0.554167
36.4	0.558333
36.8	0.55
37.2	0.570833
37.6	0.554167
38	0.554167
38.4	0.566667
38.8	0.5625
39.2	0.570833
39.6	0.5875
40	0.5875
40.4	0.604167
40.8	0.6
41.2	0.6125
41.6	0.620833
42	0.6375
42.4	0.6375
42.8	0.670833
43.2	0.679167
43.6	0.675
44	0.695833
44.4	0.7
44.8	0.7125
45.2	0.704167
45.6	0.7
46	0.720833
46.4	0.720833
46.8	0.729167
47.2	0.729167
47.6	0.741667
48	0.754167
