#WindowWidth (s)	Efficiency
0.4	0.120833
0.8	0.191667
1.2	0.175
1.6	0.229167
2	0.225
2.4	0.254167
2.8	0.241667
3.2	0.2625
3.6	0.270833
4	0.2875
4.4	0.333333
4.8	0.333333
5.2	0.333333
5.6	0.333333
6	0.3375
6.4	0.341667
6.8	0.3375
7.2	0.3375
7.6	0.341667
8	0.375
8.4	0.358333
8.8	0.354167
9.2	0.3625
9.6	0.366667
10	0.3375
10.4	0.3875
10.8	0.370833
11.2	0.379167
11.6	0.3625
12	0.375
12.4	0.379167
12.8	0.375
13.2	0.3625
13.6	0.375
14	0.383333
14.4	0.395833
14.8	0.4
15.2	0.4125
15.6	0.4125
16	0.433333
16.4	0.429167
16.8	0.445833
17.2	0.454167
17.6	0.479167
18	0.479167
18.4	0.4875
18.8	0.491667
19.2	0.508333
19.6	0.508333
20	0.541667
20.4	0.541667
20.8	0.5625
21.2	0.579167
21.6	0.595833
22	0.608333
22.4	0.625
22.8	0.633333
23.2	0.654167
23.6	0.666667
24	0.679167
24.4	0.691667
24.8	0.6875
25.2	0.7125
25.6	0.7125
26	0.725
26.4	0.716667
26.8	0.733333
27.2	0.741667
27.6	0.745833
28	0.745833
28.4	0.754167
28.8	0.75
29.2	0.7375
29.6	0.75
30	0.75
30.4	0.745833
30.8	0.741667
31.2	0.770833
31.6	0.775
32	0.779167
32.4	0.7875
32.8	0.791667
33.2	0.804167
33.6	0.791667
34	0.808333
34.4	0.808333
34.8	0.820833
35.2	0.825
35.6	0.820833
36	0.808333
36.4	0.820833
36.8	0.816667
37.2	0.825
37.6	0.829167
38	0.829167
38.4	0.825
38.8	0.829167
39.2	0.825
39.6	0.820833
40	0.8125
40.4	0.808333
40.8	0.8125
41.2	0.8125
41.6	0.825
42	0.8375
42.4	0.833333
42.8	0.841667
43.2	0.841667
43.6	0.85
44	0.8375
44.4	0.841667
44.8	0.841667
45.2	0.845833
45.6	0.841667
46	0.845833
46.4	0.845833
46.8	0.85
47.2	0.85
47.6	0.85
48	0.85
