#WindowWidth (s)	Efficiency
0.4	0.0916667
0.8	0.108333
1.2	0.145833
1.6	0.175
2	0.1875
2.4	0.208333
2.8	0.229167
3.2	0.2375
3.6	0.220833
4	0.208333
4.4	0.216667
4.8	0.225
5.2	0.2375
5.6	0.229167
6	0.2375
6.4	0.245833
6.8	0.245833
7.2	0.241667
7.6	0.2625
8	0.245833
8.4	0.2625
8.8	0.2625
9.2	0.279167
9.6	0.2875
10	0.304167
10.4	0.320833
10.8	0.325
11.2	0.325
11.6	0.308333
12	0.329167
12.4	0.333333
12.8	0.345833
13.2	0.341667
13.6	0.379167
14	0.379167
14.4	0.395833
14.8	0.408333
15.2	0.429167
15.6	0.4375
16	0.441667
16.4	0.466667
16.8	0.466667
17.2	0.479167
17.6	0.491667
18	0.495833
18.4	0.495833
18.8	0.5
19.2	0.504167
19.6	0.516667
20	0.516667
20.4	0.525
20.8	0.525
21.2	0.533333
21.6	0.5375
22	0.545833
22.4	0.554167
22.8	0.558333
23.2	0.570833
23.6	0.575
24	0.579167
24.4	0.579167
24.8	0.583333
25.2	0.5875
25.6	0.6
26	0.5875
26.4	0.6125
26.8	0.608333
27.2	0.620833
27.6	0.629167
28	0.65
28.4	0.654167
28.8	0.675
29.2	0.670833
29.6	0.6875
30	0.6875
30.4	0.7
30.8	0.704167
31.2	0.695833
31.6	0.7
32	0.7125
32.4	0.725
32.8	0.741667
33.2	0.733333
33.6	0.754167
34	0.75
34.4	0.775
34.8	0.783333
35.2	0.7875
35.6	0.8
36	0.804167
36.4	0.829167
36.8	0.829167
37.2	0.85
37.6	0.866667
38	0.870833
38.4	0.883333
38.8	0.891667
39.2	0.895833
39.6	0.895833
40	0.895833
40.4	0.895833
40.8	0.9
41.2	0.904167
41.6	0.904167
42	0.904167
42.4	0.908333
42.8	0.908333
43.2	0.9125
43.6	0.908333
44	0.916667
44.4	0.908333
44.8	0.9125
45.2	0.908333
45.6	0.916667
46	0.920833
46.4	0.925
46.8	0.925
47.2	0.920833
47.6	0.920833
48	0.920833
