#WindowWidth (s)	Efficiency
0.4	0.0333333
0.8	0.0583333
1.2	0.0666667
1.6	0.075
2	0.0875
2.4	0.0958333
2.8	0.0916667
3.2	0.0958333
3.6	0.108333
4	0.116667
4.4	0.116667
4.8	0.108333
5.2	0.1125
5.6	0.116667
6	0.120833
6.4	0.116667
6.8	0.125
7.2	0.133333
7.6	0.129167
8	0.1375
8.4	0.133333
8.8	0.145833
9.2	0.141667
9.6	0.154167
10	0.166667
10.4	0.179167
10.8	0.1875
11.2	0.191667
11.6	0.204167
12	0.208333
12.4	0.2125
12.8	0.233333
13.2	0.2375
13.6	0.245833
14	0.245833
14.4	0.25
14.8	0.254167
15.2	0.254167
15.6	0.245833
16	0.2375
16.4	0.258333
16.8	0.245833
17.2	0.254167
17.6	0.2625
18	0.254167
18.4	0.254167
18.8	0.25
19.2	0.25
19.6	0.254167
20	0.258333
20.4	0.258333
20.8	0.258333
21.2	0.254167
21.6	0.2625
22	0.254167
22.4	0.258333
22.8	0.254167
23.2	0.254167
23.6	0.254167
24	0.254167
24.4	0.245833
24.8	0.25
25.2	0.254167
25.6	0.25
26	0.245833
26.4	0.2375
26.8	0.25
27.2	0.25
27.6	0.254167
28	0.258333
28.4	0.254167
28.8	0.258333
29.2	0.275
29.6	0.258333
30	0.254167
30.4	0.254167
30.8	0.241667
31.2	0.258333
31.6	0.254167
32	0.25
32.4	0.254167
32.8	0.258333
33.2	0.270833
33.6	0.275
34	0.283333
34.4	0.291667
34.8	0.295833
35.2	0.291667
35.6	0.291667
36	0.304167
36.4	0.308333
36.8	0.3125
37.2	0.3125
37.6	0.316667
38	0.320833
38.4	0.325
38.8	0.325
39.2	0.329167
39.6	0.333333
40	0.333333
40.4	0.329167
40.8	0.341667
41.2	0.345833
41.6	0.345833
42	0.35
42.4	0.345833
42.8	0.354167
43.2	0.358333
43.6	0.358333
44	0.3875
44.4	0.391667
44.8	0.404167
45.2	0.408333
45.6	0.4125
46	0.416667
46.4	0.420833
46.8	0.433333
47.2	0.4375
47.6	0.454167
48	0.45
